qa_review_id,call_id,agent_id,reviewer_id,scores,total_score,feedback,reviewed_at
bc7d845f-3581-4ab7-9ddd-df8832e9228b,3c2ba50e-a012-495d-a357-782a0e896c95,7dd479d0-e9e7-4c13-bd7a-996d9c940f82,6238acc2-b46c-41dc-acb0-51b850aaf1bc,"{""Opening & Introduction"": 4.3, ""Script Compliance"": 1.1, ""Product Knowledge"": 2.2, ""Objection Handling"": 4.0, ""Compliance Adherence"": 2.6, ""Closing Technique"": 2.7, ""Professionalism"": 1.4}",2.61,Gun art ok single situation feel already whole hot cultural fill show response nothing gas few page cold couple suffer history its street because why eight skill program.,2026-05-16T11:59:37.520325
b48d763c-d85b-4a74-97f5-247b5fb90638,197a9cef-514c-42bc-a399-b397295e01ed,283e7eb4-1af3-4954-98a5-25201c2aeadd,f73a4bca-47e0-4bab-a858-731b6b99fb14,"{""Opening & Introduction"": 4.4, ""Script Compliance"": 3.2, ""Product Knowledge"": 2.8, ""Objection Handling"": 2.4, ""Compliance Adherence"": 4.0, ""Closing Technique"": 4.9, ""Professionalism"": 2.0}",3.39,Wait never fly pull big method message though always same we order reach better performance imagine police right traditional represent price number herself determine nice source thought result while.,2026-07-05T16:51:15.520325
0c932c32-8998-4716-9c43-c39fed841444,3a31705b-fab2-4c47-adc2-7a92c5d194bc,9b474cdd-8fec-45f8-a109-38e789aeb3c2,eadcc01d-52c5-4c77-a2e5-54993ba4d396,"{""Opening & Introduction"": 1.2, ""Script Compliance"": 4.2, ""Product Knowledge"": 1.6, ""Objection Handling"": 3.7, ""Compliance Adherence"": 2.1, ""Closing Technique"": 4.1, ""Professionalism"": 1.4}",2.61,Water wind cost hand arm mother different end dark spring speak drive bad strong summer more if hear responsibility have level road trouble nor.,2026-02-27T01:51:58.520325
39d32366-5374-498a-862d-996564c90c90,38c79725-4ad1-44d6-b7c9-db4d89ca0021,22b8d62c-0d8c-4b57-85c2-2e3ffa0d6f6c,4edfafe9-c78b-4c2a-87bb-8cc387cbe8d4,"{""Opening & Introduction"": 2.4, ""Script Compliance"": 1.8, ""Product Knowledge"": 4.8, ""Objection Handling"": 2.0, ""Compliance Adherence"": 3.8, ""Closing Technique"": 4.2, ""Professionalism"": 4.8}",3.4,Material somebody husband Republican result wrong return wall trouble friend current.,2026-06-27T22:35:16.520325
a9cf918a-a75f-464f-ab71-7c49473a781d,b739ec75-2611-438a-953d-e59ff3bb9f3b,2e099964-b945-4362-a1ec-6ff09ced9327,4edfafe9-c78b-4c2a-87bb-8cc387cbe8d4,"{""Opening & Introduction"": 1.5, ""Script Compliance"": 4.1, ""Product Knowledge"": 4.2, ""Objection Handling"": 3.3, ""Compliance Adherence"": 3.5, ""Closing Technique"": 4.3, ""Professionalism"": 4.0}",3.56,Job nor yard establish hit rock since him southern issue town call computer experience against.,2026-05-18T07:39:04.520325
d6225acf-0c90-414b-b7dc-b0db949314bd,c9a4f633-2d3d-42e9-a43d-198d471a50b3,03711bc5-9094-416e-83bd-82e76be4a5c5,eadcc01d-52c5-4c77-a2e5-54993ba4d396,"{""Opening & Introduction"": 3.3, ""Script Compliance"": 3.0, ""Product Knowledge"": 2.9, ""Objection Handling"": 4.5, ""Compliance Adherence"": 3.5, ""Closing Technique"": 2.5, ""Professionalism"": 1.9}",3.09,Of understand view true fill beautiful.,2026-04-20T06:43:35.520325
cb42da45-eee6-4840-acaa-e54ac46eda95,10c09a05-0327-4dd1-9925-bd5f14d0d823,4e194719-3bb8-4772-8379-848532265f67,cbc3aa35-3f5d-4d90-8d15-c47be0118c05,"{""Opening & Introduction"": 4.4, ""Script Compliance"": 3.2, ""Product Knowledge"": 4.1, ""Objection Handling"": 3.1, ""Compliance Adherence"": 4.1, ""Closing Technique"": 1.8, ""Professionalism"": 3.4}",3.44,Continue human central skill he high few land both two add thank everybody.,2026-04-15T02:18:10.520325
867ea07e-d40b-47d0-a0b9-772596790d36,7daa0dc0-173e-42e0-adc3-5f79cbce1d05,e1d91940-b797-408a-9d2f-9f61f9da2a2a,6238acc2-b46c-41dc-acb0-51b850aaf1bc,"{""Opening & Introduction"": 1.0, ""Script Compliance"": 4.2, ""Product Knowledge"": 4.5, ""Objection Handling"": 2.5, ""Compliance Adherence"": 2.8, ""Closing Technique"": 2.3, ""Professionalism"": 2.9}",2.89,Happy response would enter his value experience young west practice on easy today wait staff feeling first final responsibility argue note detail.,2026-07-17T14:31:47.520325
022b7ece-f8c1-4137-add6-03db611d8a66,3529debf-41a1-466f-896c-63a84b874a35,8cde7cc5-0280-46f0-86c8-c30c475ed899,3986e1c3-c1f8-44a8-bd91-62aca531c0b0,"{""Opening & Introduction"": 2.6, ""Script Compliance"": 5.0, ""Product Knowledge"": 1.5, ""Objection Handling"": 2.7, ""Compliance Adherence"": 3.0, ""Closing Technique"": 2.5, ""Professionalism"": 2.7}",2.86,Difficult which quite adult move rather business vote state turn center build happy near begin usually exactly choose.,2026-06-28T04:01:03.520325
c03c731e-3b8f-4c77-af02-93bf3537769f,a2b4d9ba-fd5f-49b2-87ac-3f38558d70e5,e1d91940-b797-408a-9d2f-9f61f9da2a2a,eedfc114-2f19-4569-9426-84380f9eebc3,"{""Opening & Introduction"": 1.3, ""Script Compliance"": 3.5, ""Product Knowledge"": 1.3, ""Objection Handling"": 2.1, ""Compliance Adherence"": 4.0, ""Closing Technique"": 3.2, ""Professionalism"": 1.3}",2.39,Spring price school computer threat measure leave environment quite three marriage both create who thank value quality reality in game score.,2026-04-13T08:55:19.520325
f199955e-3781-44de-8cc8-f77dc7e0d01b,cda34aa3-266d-4725-b9c1-623aaf2a1e3c,03711bc5-9094-416e-83bd-82e76be4a5c5,eadcc01d-52c5-4c77-a2e5-54993ba4d396,"{""Opening & Introduction"": 2.0, ""Script Compliance"": 2.9, ""Product Knowledge"": 2.1, ""Objection Handling"": 2.4, ""Compliance Adherence"": 2.7, ""Closing Technique"": 1.7, ""Professionalism"": 2.5}",2.33,Development know laugh officer hundred food could life born treat population another shake record spring sport usually as until happen power.,2026-07-01T06:46:11.520325
6f3dc38b-fd9d-406d-85d9-961dad7b9cc9,5d8776dd-8fb7-40be-831d-01f077c77edd,28b4a321-fe50-474f-939d-9dce8608da64,eedfc114-2f19-4569-9426-84380f9eebc3,"{""Opening & Introduction"": 3.0, ""Script Compliance"": 4.6, ""Product Knowledge"": 1.7, ""Objection Handling"": 3.5, ""Compliance Adherence"": 2.9, ""Closing Technique"": 2.1, ""Professionalism"": 3.7}",3.07,Already TV low radio role assume control leg suggest crime international page.,2026-05-26T11:28:12.520325
7b2461f9-6102-46b0-9ccc-19fea4245a03,e158d3a0-1721-4a60-8505-d094a58f9dfd,0d79d4c8-e847-4662-912e-9e777b93965f,f73a4bca-47e0-4bab-a858-731b6b99fb14,"{""Opening & Introduction"": 1.7, ""Script Compliance"": 4.3, ""Product Knowledge"": 3.9, ""Objection Handling"": 3.0, ""Compliance Adherence"": 1.8, ""Closing Technique"": 1.5, ""Professionalism"": 3.0}",2.74,Whose realize but truth several more physical beautiful year training cup cup performance go child simply.,2026-02-23T16:10:01.520325
1d6bf9d7-96f9-4fd6-91b4-914232856f49,069c5cc2-bbbd-4be0-ba51-aa9a1c3586d2,a466cfe7-9c5a-4806-b6db-b905292e96d7,6238acc2-b46c-41dc-acb0-51b850aaf1bc,"{""Opening & Introduction"": 3.1, ""Script Compliance"": 4.0, ""Product Knowledge"": 4.1, ""Objection Handling"": 4.0, ""Compliance Adherence"": 4.6, ""Closing Technique"": 2.7, ""Professionalism"": 4.2}",3.81,Trade agree population offer piece machine early campaign health past still teacher raise travel.,2026-06-05T17:38:03.520325
8def330c-56c1-4c80-901c-ef7275c79ca8,12325920-e025-4a46-89af-4d1affde5abf,b6125648-6ed1-40d1-a876-fc1abe57dfae,eadcc01d-52c5-4c77-a2e5-54993ba4d396,"{""Opening & Introduction"": 4.0, ""Script Compliance"": 3.2, ""Product Knowledge"": 4.6, ""Objection Handling"": 3.9, ""Compliance Adherence"": 3.2, ""Closing Technique"": 2.8, ""Professionalism"": 1.3}",3.29,College policy side kind record couple mission part ability hair.,2026-04-24T13:52:48.520325
53d764de-c889-4ff7-a07c-8bb5255c7371,fe7f78f4-9ba5-4a4c-bb76-6c75a7a0846a,41b34a14-baeb-4d30-a615-65b794654f61,4edfafe9-c78b-4c2a-87bb-8cc387cbe8d4,"{""Opening & Introduction"": 3.8, ""Script Compliance"": 3.1, ""Product Knowledge"": 2.1, ""Objection Handling"": 4.2, ""Compliance Adherence"": 4.6, ""Closing Technique"": 2.9, ""Professionalism"": 4.0}",3.53,Reality stock site develop government can institution beautiful glass alone however traditional necessary learn memory home marriage where share southern stop.,2026-07-06T05:01:21.520325
44b900cd-c8cb-49a2-b934-3a679641593c,5dca2140-7ab8-4972-a0cc-c4eb9e7bb8ff,c9c289eb-0a9a-4468-99c2-6410842b3d71,eadcc01d-52c5-4c77-a2e5-54993ba4d396,"{""Opening & Introduction"": 1.2, ""Script Compliance"": 2.0, ""Product Knowledge"": 4.9, ""Objection Handling"": 3.6, ""Compliance Adherence"": 4.9, ""Closing Technique"": 3.7, ""Professionalism"": 1.5}",3.11,High better man choose between population weight wonder develop while question place consumer bed teacher program success itself religious.,2026-02-01T08:47:08.520325
d9971fde-ee89-4456-9fb1-32ecd278cadd,4a67d095-a6ed-4dab-97a2-9d640e61e1f4,7dd479d0-e9e7-4c13-bd7a-996d9c940f82,3986e1c3-c1f8-44a8-bd91-62aca531c0b0,"{""Opening & Introduction"": 4.9, ""Script Compliance"": 1.9, ""Product Knowledge"": 2.8, ""Objection Handling"": 2.2, ""Compliance Adherence"": 2.2, ""Closing Technique"": 3.7, ""Professionalism"": 3.7}",3.06,Move election I customer kind enjoy certain woman who word.,2026-03-26T15:09:19.520325
84e6c91c-1c8d-43fd-93ed-ccf82c46ade2,2b2ffd31-adbf-41aa-a12d-25aeceeb69f5,28b4a321-fe50-474f-939d-9dce8608da64,29133348-585d-473a-91e7-157e28071835,"{""Opening & Introduction"": 3.3, ""Script Compliance"": 1.8, ""Product Knowledge"": 2.9, ""Objection Handling"": 3.6, ""Compliance Adherence"": 4.8, ""Closing Technique"": 3.3, ""Professionalism"": 1.7}",3.06,Center claim Republican admit blood parent effect child nice prove scientist child.,2026-07-16T11:35:38.520325
204b4a9c-f415-4cc7-b617-1bea5b39b9a9,d672ec14-7d37-4d17-a18b-45a0845756d4,dc3f2b18-ae07-4107-abe5-c873c437a8e0,4edfafe9-c78b-4c2a-87bb-8cc387cbe8d4,"{""Opening & Introduction"": 1.8, ""Script Compliance"": 2.9, ""Product Knowledge"": 3.6, ""Objection Handling"": 4.1, ""Compliance Adherence"": 1.6, ""Closing Technique"": 2.6, ""Professionalism"": 2.8}",2.77,Team condition when if help start peace year decision prevent too drug today so long sometimes at positive mother even raise man bit door magazine firm task wear sign president.,2026-06-29T08:03:44.520325
f012b1b1-b401-4730-8f0d-a1379bdee68c,c645eb24-e05e-4892-ad17-2aa27a92ada3,03711bc5-9094-416e-83bd-82e76be4a5c5,29133348-585d-473a-91e7-157e28071835,"{""Opening & Introduction"": 2.0, ""Script Compliance"": 4.0, ""Product Knowledge"": 1.5, ""Objection Handling"": 2.4, ""Compliance Adherence"": 2.1, ""Closing Technique"": 3.7, ""Professionalism"": 1.5}",2.46,Chance thousand author simple company produce meet expert human number result.,2026-07-04T03:57:39.520325
890e5755-f678-4c23-b767-b117a781cfa3,2874f522-4f27-4a58-8ef9-7841db1db252,2e099964-b945-4362-a1ec-6ff09ced9327,4edfafe9-c78b-4c2a-87bb-8cc387cbe8d4,"{""Opening & Introduction"": 1.9, ""Script Compliance"": 4.8, ""Product Knowledge"": 4.6, ""Objection Handling"": 2.4, ""Compliance Adherence"": 3.0, ""Closing Technique"": 4.9, ""Professionalism"": 3.4}",3.57,History finish everybody live gun edge authority company phone attack beat within environment back short pull form even now provide office heavy world opportunity late market source art sound specific adult.,2026-07-16T02:31:53.520325
0a5068bc-e2cc-488a-83e3-6c5793a4e472,e2c670f7-c643-4902-a042-555b308b3e82,283e7eb4-1af3-4954-98a5-25201c2aeadd,3986e1c3-c1f8-44a8-bd91-62aca531c0b0,"{""Opening & Introduction"": 4.0, ""Script Compliance"": 1.2, ""Product Knowledge"": 4.7, ""Objection Handling"": 2.9, ""Compliance Adherence"": 3.7, ""Closing Technique"": 2.0, ""Professionalism"": 4.0}",3.21,Its citizen address performance present benefit rock bed film wait number sell involve water idea mother positive image not model democratic close.,2026-03-17T18:55:46.520325
1c440410-301a-4cc9-9459-d953f38c1ee1,7e387a97-bb81-4d58-b7e8-afe81e4f148c,a466cfe7-9c5a-4806-b6db-b905292e96d7,29133348-585d-473a-91e7-157e28071835,"{""Opening & Introduction"": 2.3, ""Script Compliance"": 3.8, ""Product Knowledge"": 4.0, ""Objection Handling"": 4.3, ""Compliance Adherence"": 1.5, ""Closing Technique"": 4.5, ""Professionalism"": 4.3}",3.53,Throw discuss something world continue just hope share leave fund officer most perform possible inside down PM debate piece occur.,2026-01-26T22:58:33.520325
dedd7946-0af9-4d12-95a1-c642de58b9ba,2c8adc47-c812-4d53-a1e7-e0d4fda0c757,e1d91940-b797-408a-9d2f-9f61f9da2a2a,29133348-585d-473a-91e7-157e28071835,"{""Opening & Introduction"": 4.3, ""Script Compliance"": 1.6, ""Product Knowledge"": 4.3, ""Objection Handling"": 1.3, ""Compliance Adherence"": 1.7, ""Closing Technique"": 4.4, ""Professionalism"": 4.1}",3.1,Data owner picture him final air mention rise official friend do certain.,2026-06-26T08:48:40.520325
1c8804f4-f3c3-402c-bfff-50c8168110be,ea0e39bb-87a9-4c41-b4e6-e14f553e33b6,9ffa4d6b-21f1-42d5-ba80-c37afcf36808,f73a4bca-47e0-4bab-a858-731b6b99fb14,"{""Opening & Introduction"": 1.6, ""Script Compliance"": 4.8, ""Product Knowledge"": 4.0, ""Objection Handling"": 3.3, ""Compliance Adherence"": 1.8, ""Closing Technique"": 3.7, ""Professionalism"": 3.6}",3.26,Building attorney success simple main her year none lay TV lose.,2026-06-23T12:18:20.520325
210c8fb2-c5c5-4cea-8fc5-ffdd5c509a6d,c533cf0f-5f33-47d1-8da3-f279daaa9867,b6125648-6ed1-40d1-a876-fc1abe57dfae,cbc3aa35-3f5d-4d90-8d15-c47be0118c05,"{""Opening & Introduction"": 4.3, ""Script Compliance"": 1.9, ""Product Knowledge"": 1.4, ""Objection Handling"": 2.7, ""Compliance Adherence"": 4.7, ""Closing Technique"": 1.6, ""Professionalism"": 3.0}",2.8,Ability inside night how finally program.,2026-04-10T05:43:42.520325
6eddc2c4-56ed-43d7-90dc-e83a4236d7fd,2ff1eb75-7790-4e15-8132-eccfd911b2db,8a8d125c-a570-4d3e-8705-b1df5490a7e6,539190da-0298-4314-ad69-2894660e1399,"{""Opening & Introduction"": 2.1, ""Script Compliance"": 4.4, ""Product Knowledge"": 4.5, ""Objection Handling"": 3.2, ""Compliance Adherence"": 3.6, ""Closing Technique"": 3.2, ""Professionalism"": 1.3}",3.19,Market fear language late finally wait information cut three interview wrong.,2026-05-31T21:25:34.520325
ca005499-4b55-4ca7-9c16-d73f660dc1d6,e190dcfa-9034-4f8c-a296-adcbb2688125,2e099964-b945-4362-a1ec-6ff09ced9327,69d96983-fd25-4e39-97be-f9537ae067ad,"{""Opening & Introduction"": 3.1, ""Script Compliance"": 1.1, ""Product Knowledge"": 4.1, ""Objection Handling"": 4.5, ""Compliance Adherence"": 4.2, ""Closing Technique"": 4.5, ""Professionalism"": 1.2}",3.24,Teach almost image good recognize like also school window north pattern while kid body play practice case receive development day.,2026-07-08T11:42:34.520325
f3797845-26b8-4a84-964b-e8d0f03569a7,5f1384cb-4855-430f-8dc0-c7ac02829049,03711bc5-9094-416e-83bd-82e76be4a5c5,f73a4bca-47e0-4bab-a858-731b6b99fb14,"{""Opening & Introduction"": 2.3, ""Script Compliance"": 4.8, ""Product Knowledge"": 1.3, ""Objection Handling"": 4.4, ""Compliance Adherence"": 3.5, ""Closing Technique"": 4.8, ""Professionalism"": 2.5}",3.37,Order rest conference glass claim claim including deal feel would table pass trouble per.,2026-03-29T00:47:59.520325
3197a6cf-3924-419e-9db0-825d565e4d5c,c2b13d74-5698-4560-833e-5008a96d2595,def78ae6-f80a-4f35-bac2-c8276cf9101f,6238acc2-b46c-41dc-acb0-51b850aaf1bc,"{""Opening & Introduction"": 4.7, ""Script Compliance"": 4.9, ""Product Knowledge"": 2.5, ""Objection Handling"": 4.1, ""Compliance Adherence"": 3.3, ""Closing Technique"": 2.1, ""Professionalism"": 3.7}",3.61,Subject shake particularly give example price easy win send themselves walk factor determine remember size social figure building notice owner each parent street war election official expect offer especially improve.,2026-03-16T05:35:13.520325
8a0c8466-5d45-4547-a5b4-88c825f5ec33,c46ebcef-c1b2-4238-8df7-c8f9bc07bdbe,504540af-1b71-46ce-9177-acb43476987a,3986e1c3-c1f8-44a8-bd91-62aca531c0b0,"{""Opening & Introduction"": 4.6, ""Script Compliance"": 1.6, ""Product Knowledge"": 2.5, ""Objection Handling"": 3.1, ""Compliance Adherence"": 3.1, ""Closing Technique"": 1.2, ""Professionalism"": 4.6}",2.96,Moment put price no certainly answer foreign information.,2026-05-29T17:56:41.520325
35b41bd3-cdb2-400a-8aa4-257beec97a87,081e2b87-b659-46da-8788-76002d4ec8de,283e7eb4-1af3-4954-98a5-25201c2aeadd,539190da-0298-4314-ad69-2894660e1399,"{""Opening & Introduction"": 3.4, ""Script Compliance"": 2.6, ""Product Knowledge"": 3.6, ""Objection Handling"": 3.5, ""Compliance Adherence"": 1.2, ""Closing Technique"": 2.9, ""Professionalism"": 2.9}",2.87,Reveal rich despite offer stage politics think old value between citizen whose young set knowledge article community team seven look feeling surface girl expert report include from song car sing also.,2026-05-07T12:27:47.520325
d832f475-c62a-486e-a043-fcb381935dc6,436e2faa-cfd9-4e21-bc75-e3af52ecffa2,b6125648-6ed1-40d1-a876-fc1abe57dfae,4edfafe9-c78b-4c2a-87bb-8cc387cbe8d4,"{""Opening & Introduction"": 1.7, ""Script Compliance"": 4.7, ""Product Knowledge"": 1.2, ""Objection Handling"": 3.5, ""Compliance Adherence"": 2.6, ""Closing Technique"": 1.6, ""Professionalism"": 4.9}",2.89,Amount everything item fight up chance particularly note.,2026-05-18T09:17:27.520325
cf1860a0-55ee-4bb6-8a15-5b3126cf564e,e76ffeeb-c7c4-443a-ad6a-6977e2461814,8cde7cc5-0280-46f0-86c8-c30c475ed899,eadcc01d-52c5-4c77-a2e5-54993ba4d396,"{""Opening & Introduction"": 2.9, ""Script Compliance"": 1.3, ""Product Knowledge"": 4.1, ""Objection Handling"": 1.1, ""Compliance Adherence"": 3.2, ""Closing Technique"": 1.2, ""Professionalism"": 2.5}",2.33,Center say green carry boy safe left teach ten more organization couple old physical style white.,2026-03-24T03:05:15.520325
e69d95b5-c082-49bf-a950-5a528f1abd09,aff031fb-739e-4201-acb7-09acf9dc7db6,6a770356-de05-4148-a176-a3550c938834,eedfc114-2f19-4569-9426-84380f9eebc3,"{""Opening & Introduction"": 1.5, ""Script Compliance"": 2.9, ""Product Knowledge"": 3.7, ""Objection Handling"": 3.1, ""Compliance Adherence"": 3.4, ""Closing Technique"": 1.9, ""Professionalism"": 1.3}",2.54,Vote wife bad off despite attention relationship need country receive however determine authority various nearly answer daughter three couple imagine usually scientist almost eat financial fall enter debate blue feeling professional research indeed scientist.,2026-03-12T01:33:58.520325
9fe789fd-b559-4a37-9c0d-eaae7b3e75f6,82848816-cc2f-42f8-b773-71d5e0df29c8,504540af-1b71-46ce-9177-acb43476987a,29133348-585d-473a-91e7-157e28071835,"{""Opening & Introduction"": 2.9, ""Script Compliance"": 4.3, ""Product Knowledge"": 4.7, ""Objection Handling"": 1.8, ""Compliance Adherence"": 1.2, ""Closing Technique"": 2.4, ""Professionalism"": 3.2}",2.93,Sit music agreement need top wear finish remain cell team high old anyone though president position win just experience letter could also debate five choice Mr social.,2026-02-22T08:56:36.520325
dda8b982-ff59-4323-8c6d-0236f14fc774,bc62e8a3-21a3-4aaa-bd96-0be85163132b,8a8d125c-a570-4d3e-8705-b1df5490a7e6,539190da-0298-4314-ad69-2894660e1399,"{""Opening & Introduction"": 2.8, ""Script Compliance"": 1.0, ""Product Knowledge"": 1.8, ""Objection Handling"": 2.9, ""Compliance Adherence"": 3.5, ""Closing Technique"": 1.8, ""Professionalism"": 3.3}",2.44,Water clear spring participant exactly hospital Congress seem role senior serve current card yes perhaps do carry care husband yard democratic there discover.,2026-03-03T07:14:57.520325
975b2884-6d44-414e-93ac-c26f3515d8f7,5e1e2ba0-ef22-4e6d-bebe-d178f18972c3,7b40e9e5-5980-4152-b08c-4117c8d014dc,eedfc114-2f19-4569-9426-84380f9eebc3,"{""Opening & Introduction"": 3.2, ""Script Compliance"": 1.2, ""Product Knowledge"": 2.6, ""Objection Handling"": 4.5, ""Compliance Adherence"": 3.8, ""Closing Technique"": 3.3, ""Professionalism"": 3.3}",3.13,Culture impact kid safe but too situation half staff join interview simply participant girl sport.,2026-05-14T23:16:44.520325
9e362508-4bce-47f5-b06b-b70b74496157,79d487e7-bf11-421e-a690-baac02e5fbaf,8a8d125c-a570-4d3e-8705-b1df5490a7e6,4edfafe9-c78b-4c2a-87bb-8cc387cbe8d4,"{""Opening & Introduction"": 4.3, ""Script Compliance"": 1.4, ""Product Knowledge"": 1.8, ""Objection Handling"": 2.3, ""Compliance Adherence"": 3.1, ""Closing Technique"": 4.8, ""Professionalism"": 1.8}",2.79,Together arm everyone have argue walk community discuss ok show staff color ahead establish truth society another music learn water son special something true administration lawyer.,2026-07-01T08:56:43.520325
207a1b09-8e05-47c5-9256-e0299343d38e,8121b383-4669-4629-ae08-c360061f5501,8cde7cc5-0280-46f0-86c8-c30c475ed899,3986e1c3-c1f8-44a8-bd91-62aca531c0b0,"{""Opening & Introduction"": 4.0, ""Script Compliance"": 4.7, ""Product Knowledge"": 4.7, ""Objection Handling"": 1.9, ""Compliance Adherence"": 1.2, ""Closing Technique"": 1.6, ""Professionalism"": 1.6}",2.81,Whatever product car appear health keep these including story produce national role when story live player.,2026-06-12T15:56:08.520325
