arrangement_id,call_id,lead_id,original_balance,settlement_amount,settlement_pct,payment_schedule,payment_method,verbal_confirmation,confirmation_email_sent,debt_type,original_creditor,sol_expired,created_at
553b3663-94ef-44eb-849e-5d4c2b4901cc,ccad1097-099f-47a6-86a2-aad9f584b32e,3de34996-6067-4477-aa85-81b3ad2ba2f0,31427.82,15855.97,0.5045,24 Payments,Check,True,True,Personal Loan,Ally Financial,True,2026-04-21T13:06:17.520325
d2f82aaa-0fdc-457b-82ab-1bb7a8af8b1a,d32de18a-5b35-4e6b-842c-482d8909dd6f,3e885e7d-bfcc-473f-a8a5-62b3178a2d9d,39424.92,27500.35,0.6975,Lump Sum,Check,True,True,Utility Bill,Portfolio Recovery Associates,False,2026-06-18T07:04:50.520325
71a45630-0460-465c-a4fb-43c0396981ec,2eabb836-7dd3-45d9-bc12-ca35b4f1426f,caea08c2-f7a7-4f73-aeb2-4745e4951103,16241.19,8729.24,0.5375,2 Payments,ACH,True,True,Auto Loan,Ally Financial,True,2026-03-18T14:41:43.520325
daf40eda-2964-4042-b7fe-56e09dc415aa,5ea1ae47-2dd1-40c7-9c73-13528eebf117,bb3d0881-3cc1-4823-8f7d-ff45ffc73225,30142.76,24350.91,0.8079,12 Payments,Debit Card,True,True,Payday Loan,Bank of America,False,2026-04-02T03:31:07.520325
fcedb620-1053-4200-8836-574f58b7025f,39ccbb26-74ed-468e-969e-7b7c4e95ab27,7870752e-570e-4985-9e19-bc9b9599ff52,4436.12,2034.53,0.4586,3 Payments,Money Order,True,True,Medical Debt,Midland Credit,True,2026-06-29T12:49:07.520325
a69dddd2-df1b-4ee6-8e18-b0e28e80131d,a684f3e3-bba4-4d42-8181-0a7ecde8452d,9623d70e-3f10-453a-af6d-47dd96a67c3f,1728.18,1229.0,0.7112,12 Payments,Check,True,True,Student Loan,Bank of America,True,2026-07-05T06:09:45.520325
fe7a45ce-659b-454c-bd8d-9050d1d85d32,e952649c-eb81-4277-a7fc-94fdf3bf27cb,29f82362-57bd-4f8b-8b8e-1bb822502c4b,15301.13,10536.25,0.6886,2 Payments,Credit Card,True,True,Credit Card,Portfolio Recovery Associates,True,2026-04-30T19:12:28.520325
f40013c7-95b3-4713-bc7b-0b655199948a,7218f07b-bf16-4178-9fca-e4ef0ff205d9,e30fcc9f-b585-4d5e-8dff-d01ce3677e81,36339.24,26320.15,0.7243,3 Payments,Debit Card,True,True,Auto Loan,Ally Financial,True,2026-06-04T08:41:28.520325
ad738991-c706-4c8e-a8a8-b41303a49cc9,5372fab7-c133-41a1-aba0-d216bac638a4,b7ccef00-d547-468e-b7f6-d87f16df6ec6,31916.85,13281.75,0.4161,24 Payments,Debit Card,True,True,Utility Bill,Portfolio Recovery Associates,False,2026-02-26T14:24:46.520325
4c8c1e44-a806-4cc8-bacc-bd3d5ea2f0ee,368af3ac-7cf7-4855-a42b-82d36eae81f2,2d40cdb5-5136-48c5-b232-08f5e2827ef2,12518.85,5930.86,0.4738,Lump Sum,Debit Card,True,True,Payday Loan,American Express,False,2026-03-21T19:41:12.520325
554eb405-a3c3-4aa8-8d88-dff564eb98aa,0cd1b8c1-a824-423c-8cfe-aa8b647d2461,a11c6b4d-5280-4e6a-8159-cfd69fbe2f72,34683.52,29513.32,0.8509,24 Payments,Money Order,True,True,Payday Loan,Bank of America,True,2026-05-02T15:56:52.520325
6f0e66ec-fc47-49e5-84da-65797d28a6df,9a8510ba-9294-4d8f-85d9-c5d5bbb30007,8182dbd2-de12-4913-bb09-a5c378311034,36610.51,25886.77,0.7071,12 Payments,Check,True,True,Auto Loan,Navient Student Loans,False,2026-03-08T01:11:55.520325
c5d95cbd-c45c-49e6-b5fd-2c0684721ee0,7946fc42-4f53-4d15-b61c-89d67ba42aff,18bad462-cf21-4c16-a928-851a87451dee,6206.13,3350.95,0.5399,2 Payments,Money Order,True,True,Credit Card,Discover Financial,True,2026-05-01T03:58:07.520325
f8edffc3-292b-4982-b4aa-f645705ff49b,b3101a7e-2e2c-4c53-b3c5-7a58e46d6a19,43a4726b-8993-46c6-a52a-360d764c08e2,25459.0,20405.87,0.8015,Lump Sum,Credit Card,True,True,Payday Loan,Portfolio Recovery Associates,False,2026-03-17T22:52:42.520325
1e27cbea-28aa-4a84-8106-fe747fa57d05,b1162ae1-cd83-4fc1-bded-f0802f68d425,c7f53e33-e23b-4baf-b180-4af51a803179,30669.33,19574.94,0.6383,6 Payments,Check,True,True,Credit Card,Chase Bank,True,2026-06-11T08:32:06.520325
32e058e3-b094-41af-9a46-d97000664353,9842e2b1-e0c3-4fdc-a056-9553ab1b16b5,ac229a6c-45ab-41cb-b86c-9160393e599d,7899.52,4809.44,0.6088,Lump Sum,ACH,True,False,Payday Loan,Capital One,False,2026-03-05T07:18:32.520325
47e971c7-5f0f-46fc-be2d-e035398c5786,2f34fce4-daef-4173-98cc-08b836f1d967,7d9f15dc-36cd-45e2-acd3-25011abd3ae0,30845.62,21495.81,0.6969,12 Payments,Check,True,True,Student Loan,Navient Student Loans,True,2026-04-26T06:35:54.520325
de4e0815-1f1a-43cd-a7eb-5beb6058e409,b4c86267-5bfa-4c3f-a8f3-97c58b556263,a2b741cc-f74f-41a2-a4ba-c50fb555fc3b,21116.12,9838.35,0.4659,3 Payments,Debit Card,True,True,Student Loan,LVNV Funding,True,2026-05-06T14:40:45.520325
a525e9d4-bcf6-4b0e-8d32-b84e1d4f02d1,c7ac4906-fd96-4fe5-86fc-66f7a3c6eecf,f019125f-6386-4121-84f1-f0fac9c39959,20236.33,9263.41,0.4578,12 Payments,Credit Card,True,True,Auto Loan,Midland Credit,False,2026-05-14T07:28:36.520325
ba376d09-7950-4fe8-9e44-cea88880b971,e36e9ced-150b-472d-a3c8-afa5dacde26a,ecb96005-d21d-40a5-b3d5-46b176ea1ce1,6493.73,5859.24,0.9023,Lump Sum,Check,True,True,Utility Bill,Wells Fargo,False,2026-06-12T17:20:42.520325
632817bf-c45b-44d2-aa6d-7c48b0df9bc0,b04d0339-c95e-4155-bf6d-5322637efc16,45d3fa09-87a6-42ff-bd37-3e3e72ee73ed,21962.88,10492.62,0.4777,6 Payments,ACH,True,True,Student Loan,Sallie Mae,True,2026-05-21T22:54:55.520325
96b964a2-2c21-4ccb-8910-ecf966780062,a2b4d9ba-fd5f-49b2-87ac-3f38558d70e5,0f03780d-5fcb-47a6-b666-eaceb60c57f7,39180.57,17584.33,0.4488,3 Payments,Credit Card,True,True,Medical Debt,Ally Financial,True,2026-04-11T20:55:19.520325
9285560e-c3bb-4ec9-a868-0bd262d37e30,e3678131-6611-437e-8aa8-bc543309780c,56ea3d4b-5c7d-40b2-8498-07f7a050af4a,27575.78,12181.92,0.4418,6 Payments,Check,True,True,Utility Bill,Navient Student Loans,False,2026-03-05T12:40:47.520325
890a8693-19ac-427f-a69d-ef1998c68d3f,650f8d8b-a12a-48e6-a3d7-98335a9cfb56,0c99ab57-ec39-4433-bd35-fead149b10d1,45245.96,34238.57,0.7567,Lump Sum,Money Order,True,True,Utility Bill,American Express,True,2026-03-29T16:58:35.520325
8d7ba4f0-934e-4dc1-a104-a7826871f3eb,ff817307-250d-405f-ba93-419fe498ddb3,c6e6ef79-059e-41bf-b07d-d7d98463fcb4,20997.44,15268.79,0.7272,12 Payments,Check,True,True,Student Loan,Chase Bank,True,2026-05-26T19:11:15.520325
d06e5773-daf0-40fa-a789-399cdb2497b9,1dd3162f-570d-49f8-8a0a-939ffb11570d,3fe92e09-044b-4907-acef-8f1319ebe4d4,11642.67,6438.04,0.553,24 Payments,ACH,True,True,Payday Loan,American Express,True,2026-02-20T16:55:07.520325
61a2b9ed-19ee-4606-bc3a-32a4b84c06e9,28cc0d70-be0c-4f10-8632-3fcd66067b35,ac229a6c-45ab-41cb-b86c-9160393e599d,7899.52,6258.8,0.7923,12 Payments,Check,True,True,Payday Loan,Capital One,False,2026-05-22T08:08:23.520325
8c443257-5a82-4932-93f1-50662cf7c000,22ddae0d-a406-4805-87a9-559ac8ad8af4,7b104444-3e79-4fdb-9bf0-2ecd550695b1,32332.19,20474.78,0.6333,12 Payments,Credit Card,True,True,Payday Loan,Capital One,False,2026-04-07T05:07:42.520325
926a550b-1807-4a18-ac05-5a16f75e7754,67ff40ed-9d2d-4121-8467-8c1940f69e1d,a62bc911-01fa-49a2-9ba8-d7c3e158de93,38558.73,29123.81,0.7553,6 Payments,Debit Card,True,False,Mortgage Deficiency,Navient Student Loans,False,2026-03-24T08:45:06.520325
3101fb5b-27c3-4a1d-99c2-c5d94c89ad6c,268e3476-c8ac-48e1-835f-0768b10a6a94,0bc2546b-025e-4116-b8b3-b9d5e2c733d4,38415.5,23136.63,0.6023,24 Payments,ACH,True,False,Auto Loan,Portfolio Recovery Associates,True,2026-02-06T07:42:08.520325
9a6c20ed-db57-48a3-98f4-db266f9be32d,33644566-5547-4aa0-aefe-41463a97c310,56ea3d4b-5c7d-40b2-8498-07f7a050af4a,27575.78,22271.66,0.8077,12 Payments,Debit Card,True,True,Utility Bill,Navient Student Loans,False,2026-02-03T00:49:08.520325
6117f7e9-9624-4294-82e1-0223ccf6bedc,614259ee-8011-4c4d-8bb3-b32d1da4d720,db81d83b-eda4-4ca2-b454-0b5bad3f893a,42053.69,28172.92,0.6699,2 Payments,Debit Card,True,True,Auto Loan,Discover Financial,False,2026-03-03T08:23:43.520325
c9da3ac4-23e5-4b58-b030-0dd35e508140,0150ca8c-b30d-4390-835a-c4e780ee2218,caeaf716-7ac8-41e0-919e-9560427a24b9,35633.09,21046.67,0.5906,3 Payments,Credit Card,True,True,Personal Loan,Discover Financial,False,2026-01-25T03:00:22.520325
9417fc2a-8dbe-4914-adac-07628c772267,d69f88fb-a84d-445b-beb9-52af7c2c9f6f,f264197e-264f-47d1-8173-481375207045,33066.75,14303.08,0.4326,12 Payments,Check,True,True,Credit Card,Navient Student Loans,False,2026-06-22T19:04:10.520325
c80f2f9d-e32c-459d-ab2c-0b2bdc2e3008,1540c0a0-79af-4c7c-803d-9364c74c88f2,94cde357-6ad9-475f-8e8b-c2a292b684a8,24264.7,17834.56,0.735,6 Payments,Check,True,True,Auto Loan,Wells Fargo,False,2026-03-17T10:43:37.520325
edc56aba-3430-40e3-9f7d-318aaba7dc15,2aa20b81-b35d-4f0b-a95a-a339b9e7c655,019bd115-919d-48a6-8d77-35d1665effaf,13478.82,9838.19,0.7299,2 Payments,ACH,True,True,Medical Debt,Synchrony Bank,True,2026-06-04T03:18:31.520325
c9656f47-9635-4c17-8577-1eb78f496d21,780e5277-81df-43cf-ae3a-3cae1f763172,28498fe9-3e02-4f60-a269-6f159c29474e,8901.13,5402.3,0.6069,2 Payments,Debit Card,True,True,Credit Card,American Express,False,2026-01-29T13:14:52.520325
0b03410e-ac52-4eaa-a3cf-db89efcb9d59,990598f5-2832-4916-b64e-6f6105716210,db4b5c62-3994-49a4-bb15-e9a954148010,2092.7,957.83,0.4577,3 Payments,Money Order,True,True,Student Loan,Wells Fargo,False,2026-07-10T23:56:19.520325
2b03790b-8ec5-4ce8-8f6d-d35be376592d,89dcd340-eb28-432e-9391-597ba56e8aab,8260c760-3b34-49eb-b5cf-e72303c1a86b,12416.71,6454.76,0.5198,24 Payments,Debit Card,True,True,Personal Loan,Capital One,False,2026-04-12T22:49:06.520325
16111da8-0f77-41f4-8d14-8e359aabda43,b0355edb-3fad-4492-8d91-a1dd118aa05c,5a066e61-1690-4d92-85a3-e91c7b296f35,8154.93,3424.13,0.4199,2 Payments,Check,True,False,Student Loan,Synchrony Bank,True,2026-02-25T10:26:47.520325
a018d915-dc08-4dd4-b6d8-d69443284c00,5edc539b-3261-4080-9244-a66949b84ec9,ed77b216-7b30-422f-828c-d400ff0d829a,11724.25,5117.36,0.4365,2 Payments,Check,True,True,Auto Loan,Citibank,True,2026-05-11T23:22:26.520325
ef9d6c88-e935-45af-86ee-8f31ad678a1d,1d46c5e6-e883-4610-bc80-1960a476730f,f9b24a39-9cde-4548-b9e8-37f4eba68e7a,41587.53,34191.21,0.8222,6 Payments,Debit Card,True,True,Student Loan,Portfolio Recovery Associates,False,2026-03-30T00:00:11.520325
ced029d8-82e8-481b-b675-a64bcde12c47,38ab5c4a-1dde-472b-b00e-3a906db2670b,a11c6b4d-5280-4e6a-8159-cfd69fbe2f72,34683.52,20735.16,0.5978,6 Payments,Credit Card,True,False,Payday Loan,Bank of America,True,2026-02-04T10:40:55.520325
1124cf09-d977-4e08-badb-6e816c21fc53,5ebed792-3de9-47b6-847d-e045b6ef9fdd,0584423e-df51-4b5d-9585-aa7d21ff825c,20578.64,9777.3,0.4751,6 Payments,ACH,True,True,Credit Card,Sallie Mae,False,2026-02-18T00:37:55.520325
0cb4c05f-7356-471e-b607-e2bd9146352a,cfc12914-a5a3-4142-8625-308180559992,3b624702-4882-42c9-9dbd-651777f02efe,23287.8,17381.14,0.7464,Lump Sum,Money Order,True,True,Personal Loan,Chase Bank,True,2026-06-29T14:21:42.520325
aab90d30-1536-4ee0-becf-4484c326031c,b7a09a7d-6599-4f2a-b508-cfa2028557aa,9623d70e-3f10-453a-af6d-47dd96a67c3f,1728.18,742.38,0.4296,6 Payments,Money Order,True,False,Student Loan,Bank of America,True,2026-03-22T10:13:07.520325
258eea30-f726-425a-a248-db2c297b9236,2eca5f66-1714-4906-8910-21da8237d137,2ec0e9ae-95ee-463c-b90d-8dcf94497170,36381.1,18678.58,0.5134,12 Payments,Check,True,True,Student Loan,Wells Fargo,True,2026-01-23T22:55:13.520325
73d9c28a-a3bd-443a-83ca-d65815e9cc11,f6a2d0ba-d312-41a0-a897-c3a8d2047e52,ad1db750-18de-4c24-ae23-73c5e4368611,19937.32,8076.16,0.4051,12 Payments,Money Order,True,True,Personal Loan,Chase Bank,True,2026-03-20T08:55:51.520325
53ad380f-05a8-4612-854b-fcda31a9273b,e7ab2823-e338-4730-9998-95c31b276196,b3ea916d-9044-4e9b-b07e-46bd32276c35,14003.97,7128.54,0.509,2 Payments,Check,True,True,Medical Debt,American Express,False,2026-02-17T08:46:49.520325
d80a80f8-4fc1-4ead-a9df-cb09b6ed70f3,a8ed7a35-ae39-441d-869d-b8727f0e9a6b,9623d70e-3f10-453a-af6d-47dd96a67c3f,1728.18,1297.43,0.7508,12 Payments,ACH,True,True,Student Loan,Bank of America,True,2026-06-01T11:51:41.520325
4df0c84b-b0af-48b9-9985-76c45691f5f9,c7e32ee2-2a57-46c8-92d2-af232f8d89ec,fff3e44f-197d-4d6c-81ee-b6f53012e6c4,16294.02,7869.77,0.483,3 Payments,Credit Card,True,True,Payday Loan,Sallie Mae,True,2026-02-15T21:43:34.520325
014082e7-1810-4b1d-a8c5-3ae53ab7a386,546c253c-1387-4124-9bbd-c147e1ce5c9a,32aca0f4-0abd-4530-8a8d-ff22d7b29d31,2970.92,1769.65,0.5957,Lump Sum,Credit Card,True,True,Auto Loan,Citibank,True,2026-04-10T06:10:07.520325
d4d061af-52fe-4584-9f54-fd4077631d80,99e74403-0005-452d-b109-e73fff3bc704,c7105b6a-6249-4565-9802-487fec692092,35473.27,17496.44,0.4932,6 Payments,ACH,True,True,Personal Loan,Capital One,False,2026-04-03T21:10:38.520325
9340adc2-7b8c-4cf7-99bb-abe1a40dd9f9,a21ba3fa-ebf9-4eed-80b8-321517d6c2db,77346575-d7c6-4993-8d93-9e6fbe72e00a,25442.0,12688.35,0.4987,12 Payments,Money Order,True,True,Medical Debt,Portfolio Recovery Associates,True,2026-01-30T11:58:52.520325
29e8d70a-7ec5-43ba-bb40-a583c226571d,04b14b68-5ec8-4a2f-beb4-4149f68d7e32,6ef9f9af-05ed-4631-b687-8c31ee50ef34,28931.21,15853.51,0.548,Lump Sum,Credit Card,True,True,Personal Loan,Navient Student Loans,False,2026-04-03T11:47:22.520325
0986e283-a536-4ffa-bf87-59e9d7f89213,5e1b2e60-7877-4293-a4e1-fc79c04bb239,5f646b62-151a-403b-8627-536a38a0f8a6,9738.77,7618.03,0.7822,Lump Sum,Money Order,True,True,Payday Loan,Chase Bank,True,2026-03-08T18:03:52.520325
6f2ad114-ad85-4c95-83c9-84c37ab3e9e1,bb323c13-9b31-4c28-baea-9e770c927dc3,cd4b1479-b49c-468b-9f6c-47e70d71dca6,39712.49,33773.34,0.8504,2 Payments,Credit Card,True,True,Student Loan,Portfolio Recovery Associates,False,2026-07-05T21:04:13.520325
f90cfb3c-d10f-4fcd-a282-274dfed11c7f,bf53cdd7-ff60-40df-b33f-456de2837ae3,cf5792f6-9b92-4501-8b79-9731c6ec5851,11850.72,7622.67,0.6432,24 Payments,ACH,True,False,Personal Loan,Citibank,False,2026-07-13T13:25:35.520325
3707624e-57cb-44df-8edf-c2d51e78135e,7b2ffb61-8459-45a8-b47a-80ef1fc9a7c0,42805b97-c58f-44d1-93af-4c537b022b17,37694.91,20580.66,0.546,12 Payments,Check,True,True,Student Loan,Ally Financial,False,2026-07-10T15:22:27.520325
a7f66470-5fc7-4f8a-8a51-4101a1563fa7,41b77f15-8df9-49d6-9bcd-cf0a8ff3a0c0,e6b3d30d-1c95-44b8-a639-40e42b4f6aeb,8436.96,6884.89,0.816,Lump Sum,Check,True,True,Medical Debt,Wells Fargo,False,2026-05-29T18:58:23.520325
35219c22-a99d-4dbc-9c5b-fcc02984a3bb,46bcba06-871c-468b-a89d-1bfcc8f1253d,2d40cdb5-5136-48c5-b232-08f5e2827ef2,12518.85,10642.92,0.8502,Lump Sum,Check,True,True,Payday Loan,American Express,False,2026-04-26T14:40:34.520325
8d3e462a-1ff0-4cac-9a46-f2c4607ba174,37b706df-da23-4f82-b88e-8a72df79de9e,8b66f8e6-d7c4-4ce0-939c-e9a60e1c6ee1,1773.93,1348.39,0.7601,12 Payments,ACH,True,True,Personal Loan,Sallie Mae,False,2026-05-31T21:04:05.520325
68bc1c34-0225-4c9e-b79d-f0c2b781f715,4defc04f-282e-4971-b44b-3a68413ff660,c7f53e33-e23b-4baf-b180-4af51a803179,30669.33,14146.4,0.4613,6 Payments,ACH,True,True,Credit Card,Chase Bank,True,2026-02-26T11:16:16.520325
46f30e41-88bf-4b3f-9578-d52791c5e5ca,417b32be-a23c-491b-a290-ff7ea5d24dd9,f019125f-6386-4121-84f1-f0fac9c39959,20236.33,11392.77,0.563,Lump Sum,ACH,True,True,Auto Loan,Midland Credit,False,2026-06-06T18:02:40.520325
fefb7018-d307-49fa-83e0-5be76f279419,850cace1-1267-40fb-b1a5-c937a26a98ec,43b7f797-a31e-4127-8eec-c7a208d2be1b,32420.72,27513.8,0.8486,3 Payments,ACH,True,True,Personal Loan,Bank of America,False,2026-05-22T11:29:04.520325
a4c0a45b-de28-4e37-950d-bc72f71b6af3,206d6324-7258-4226-86c5-e85025cfc33c,0995e5c8-b403-4136-9387-01c4530f0eff,34729.78,28569.1,0.8226,2 Payments,Credit Card,True,True,Medical Debt,Bank of America,True,2026-05-27T19:35:44.520325
fa1223c8-81c2-416b-83fb-479ffb4395f2,edd19b6f-9e7c-42b5-962f-19396ec015d1,5d54dab5-6921-4f43-9e68-b82c53a0ef6e,35019.45,22189.1,0.6336,12 Payments,ACH,True,False,Utility Bill,Citibank,False,2026-06-15T21:40:46.520325
1dfa2d9d-52a3-4de3-afb1-f5d6fa6ac224,41fb983f-e1e3-4f01-a02c-fb7a462c4470,cd4b1479-b49c-468b-9f6c-47e70d71dca6,39712.49,16741.08,0.4216,3 Payments,Credit Card,True,False,Student Loan,Portfolio Recovery Associates,False,2026-02-26T14:52:07.520325
9fb214d6-43c3-4a4d-a63d-6524501b77b3,de8433e5-79b1-4e3b-9cb0-5b2012f7f166,94cde357-6ad9-475f-8e8b-c2a292b684a8,24264.7,11499.02,0.4739,6 Payments,Money Order,True,True,Auto Loan,Wells Fargo,False,2026-06-09T09:55:07.520325
ac419a54-dc83-4cdb-8940-391ac4f118d7,cb17ecef-3db6-46c7-be53-cec4faaf24f6,cf20b925-c814-4821-96cd-57ece6f8b6ae,46701.99,33707.77,0.7218,6 Payments,Check,True,True,Auto Loan,Chase Bank,True,2026-06-15T15:17:46.520325
b6c76ea1-0d44-4549-876f-bf7f2c798da4,634311c0-c776-4924-be43-3c155d8b08d4,15b5da63-18fb-40e4-9ae3-a62daaf2e0e3,21715.15,13994.73,0.6445,6 Payments,Credit Card,True,True,Medical Debt,Chase Bank,True,2026-02-23T16:43:18.520325
b294c374-30db-4eed-8ad9-f80e8a19a934,f61d04c7-c4d4-4cf7-8afd-afe3cf31baa9,7653306d-a832-4efe-8dad-1635e3b49c19,46466.45,25070.62,0.5395,12 Payments,Credit Card,True,True,Medical Debt,Ally Financial,False,2026-05-02T19:53:37.520325
8060e36f-5811-41b5-a819-70931d3819bc,20b6c9f6-b615-4840-a29b-3d2621d14617,b3ea916d-9044-4e9b-b07e-46bd32276c35,14003.97,10823.84,0.7729,3 Payments,Credit Card,True,True,Medical Debt,American Express,False,2026-04-15T11:04:52.520325
e33d8ddf-6065-4fbe-8ce4-1273b83094e2,d87722cc-ce3c-4882-affd-398a4fa63cda,bd55931c-7ca3-4fc9-9bf6-23c69ad36105,14933.45,11278.24,0.7552,12 Payments,Money Order,True,True,Mortgage Deficiency,Midland Credit,False,2026-02-08T10:53:18.520325
880813a3-d4a5-4c4a-ac51-b6f1358b9a3d,2383787e-8786-43e9-b6ed-3cf6012b6855,480658dd-7b8f-41bf-917e-8a4ae47030c0,30101.23,27362.84,0.909,Lump Sum,Money Order,True,True,Auto Loan,Synchrony Bank,False,2026-03-26T02:30:31.520325
