qualification_id,call_id,lead_id,product_type,coverage_type,date_of_birth,zip_code,current_coverage_status,household_size,annual_income,aca_eligible,aca_subsidy_eligible,transfer_completed,transfer_agent_id,created_at
5abce735-5ff1-443f-b27b-7d0a9bc077f2,8a17e3cb-92f2-428d-a1cc-86fdcca66a34,6e7bb319-ba41-4ce5-9200-6f4e4aca1ac8,auto,None,1965-09-03,30210,None,5,74392,True,True,True,9ffa4d6b-21f1-42d5-ba80-c37afcf36808,2026-04-10T05:27:41.520325
ffa1e0c6-6014-4bc2-9350-7e7d65074856,71df9827-1db9-4d45-9ad4-1ee080df7e46,47f50b5e-a5c8-47be-98c9-52002355834f,life,Term,1978-03-14,18680,Term,5,61901,True,True,True,b6125648-6ed1-40d1-a876-fc1abe57dfae,2026-04-03T17:58:28.520325
285ae4f3-afc1-4f1a-abc4-a758465409bb,d0944d5a-8b5c-412d-87c5-97e1df28ba12,007c7d61-fff8-4fd4-89d4-f74be2517f97,health,None,1958-03-28,61850,None,5,34615,True,True,False,,2026-05-13T08:47:21.520325
a52aa8ac-7f5b-482e-99b2-5a827ce4dced,11829867-2a1b-4b7b-a21c-5aaed9202d97,3888a3b3-34da-4e1f-b74c-f0524e668bcd,life,Universal,1988-09-13,99816,Universal,3,77957,True,False,False,,2026-02-14T17:10:40.520325
0e969627-72f6-43bb-a084-637259b2fbf1,b040c4cc-e1d3-4567-b3a8-34c3533bb5d8,0bcef829-ce20-4f9a-83c3-8a661f85efd8,health,Medicaid,1970-11-28,60067,Medicaid,5,27218,True,True,False,,2026-05-07T16:41:24.520325
fc1ccb76-15f5-4aea-9fd6-1aaf8581d3d6,5c1c6733-54e6-4c99-b07a-c5e29a2a09e1,307edb1e-6495-4a08-a577-d3e9d4a962eb,home,HO-3,1978-05-07,47125,HO-3,5,22043,True,True,True,c9c289eb-0a9a-4468-99c2-6410842b3d71,2026-06-18T08:36:24.520325
d0923615-eb2a-438c-a9ce-d24fd37011f4,3cf1a4f9-e3a9-494e-b816-ef865b87832a,b86acc29-8789-4b2d-874c-2f46e540df06,life,Universal,1981-02-26,62907,Universal,2,18343,True,True,False,,2026-05-26T04:50:01.520325
cb0bc244-b2da-4c14-ad2d-aca7e90db458,bcce29ff-8720-4c37-9ed6-036b8e1111f3,8f07ad6a-d57c-47e6-b4bb-41ac19e9e3da,health,Medicare Supplement,1964-11-21,20969,Medicare Supplement,3,29777,True,True,True,a466cfe7-9c5a-4806-b6db-b905292e96d7,2026-06-08T10:37:07.520325
75e29b14-3277-47a4-a1c6-c5f9310e63e9,569de962-1f58-4cc8-8863-3108a92b7e7a,e0ee6d47-076e-42fb-a3f2-5ced4c32bad8,home,HO-3,1962-07-19,71564,HO-3,5,164946,False,False,False,,2026-02-02T16:08:14.520325
478dae8b-8bf9-4120-a9c1-5631d38624d8,04a8c79a-281c-437b-8abf-c877d19fe125,f643843b-3d70-4453-8e08-1b6026e74748,auto,None,1990-12-10,22050,None,3,30776,True,True,False,,2026-06-04T23:59:09.520325
af2a64c9-6a05-4243-901e-3c9cca1f9781,a9b5c777-a353-4a28-99ab-068f4a89817f,5e859b80-0cd5-41dd-a9d1-11c7ab800ca2,life,Whole,2002-07-01,77488,Whole,6,32392,True,True,False,,2026-06-03T14:49:27.520325
ac98b1f2-a4ab-4648-92dc-2eec6fc915eb,e3a04877-bbd2-40c6-8bf4-23950aa1cd44,ed654331-7076-4357-a003-090937413f29,life,Universal,1960-07-11,47178,Universal,4,71297,True,True,False,,2026-03-13T09:52:58.520325
d9e83337-75dc-4658-82d8-09ce90723b89,d20525cc-3b03-4876-b7d1-ce9e72b3c908,18b9681e-9c6b-47d5-9fc6-af5d1e5b07e9,life,Universal,1962-09-14,76500,Universal,6,77656,True,True,False,,2026-05-04T11:05:26.520325
c26f805e-9eea-4deb-87ab-62565574889e,f543d5dc-be9d-4cbb-82a0-e1fa6f50c5ca,47f50b5e-a5c8-47be-98c9-52002355834f,life,Term,1978-03-14,18680,Term,5,61901,True,True,False,,2026-05-26T18:27:12.520325
1e480140-725c-4bf3-becb-e240ec97eff9,7dad8cb7-45d9-4c7c-81ad-4f4866c7f76f,413e0996-b848-4ae4-add9-bfd723de2087,health,Medicare Supplement,1973-09-12,65545,Medicare Supplement,6,171482,False,False,False,,2026-07-01T12:53:33.520325
f63fc8c2-c216-407e-91f2-76568bc0165f,1fdbcb09-7208-4ccb-a816-54a8afbccb9d,70312f7b-b192-49a2-8af0-f91e10ca94b8,life,Whole,1993-01-18,52179,Whole,6,112483,True,False,False,,2026-01-29T10:24:41.520325
7a15f934-7845-426f-8b83-11620d7f4d1e,ab9b0373-3923-4891-bf93-fcb263bae21f,5f7c8ded-1385-4278-9814-15e860db8c8f,health,EPO,1964-03-03,18423,EPO,3,17042,True,True,True,dc3f2b18-ae07-4107-abe5-c873c437a8e0,2026-03-29T19:19:46.520325
57d89c1e-21e3-4b5e-9ee9-52fad926e29e,1db6bae3-3224-4630-bbde-c55319d7ceea,afe5db6f-dd9f-49d6-81c4-d5690b1cb251,auto,Collision,1982-09-18,18880,Collision,4,29231,True,True,False,,2026-04-04T23:59:51.520325
2254247d-d5f5-46cf-9e6b-3f981f98ff4e,535b4d87-529e-41db-b102-803fdb39f096,3f99776e-2297-41b4-9219-fb3f968c7d2c,health,None,1961-04-01,60793,None,4,15957,True,True,True,c9c289eb-0a9a-4468-99c2-6410842b3d71,2026-05-17T20:31:32.520325
065de24a-57b7-4660-8f72-144bc8a20ea3,3991e65a-52f8-4c62-aa62-802d0ba0e838,479eec6c-729f-4342-aafe-4172a5007db0,health,Medicaid,1971-10-03,97650,Medicaid,2,79303,False,False,False,,2026-04-10T03:45:09.520325
1101fc0a-101a-43eb-b7bb-99f796990aac,cced002f-8224-4150-bc5f-c925e8b10564,f1e3b446-59c6-46f7-bda2-5ba894a32b76,life,Universal,2000-06-20,13883,Universal,5,181996,False,False,False,,2026-04-24T12:37:05.520325
0041bcbd-b02d-462a-8857-8ebf31352559,e38d8c47-ee49-447d-9d59-d79a86c53ef5,5835afed-7f1a-4811-8b01-f269e3dc91e2,health,Medicaid,1972-12-26,16710,Medicaid,6,124337,True,False,False,,2026-05-03T00:52:31.520325
5be2bd6e-766e-4fb1-8766-867adbf630a9,7d0cea71-88c2-4872-a191-7e54e81aa8ca,6a78e0a4-7357-455a-b717-6d0d5f318f2a,auto,Liability Only,1958-11-07,48036,Liability Only,4,34782,True,True,False,,2026-03-14T01:03:47.520325
18c05e5a-a322-45ce-9b92-3fc8b1c962be,5674189d-0ab0-46b6-bb38-2e470ff8508d,d170dc01-6092-4c2e-9a11-940aa680761f,life,Universal,1985-04-18,96410,Universal,2,109779,False,False,False,,2026-06-20T05:40:35.520325
0f93ab21-5699-441b-b9d0-1dc7af7b8c30,247f9e83-4a7e-4dc5-a6f1-29ae7d5d4e49,3e35673b-6bdb-4eab-827b-674a21da2dab,life,None,1975-10-18,98351,None,1,222837,False,False,False,,2026-07-03T13:41:45.520325
3b26f6af-0531-4350-8ef6-81b743be431c,9a5911fe-268a-4741-8b65-82adcd7f45fd,b86acc29-8789-4b2d-874c-2f46e540df06,life,Universal,1981-02-26,62907,Universal,2,18343,True,True,False,,2026-05-29T23:40:58.520325
a3dd3ff8-ea13-40d4-ae03-e21b5b0f1933,8092eaff-272b-4e3c-bdb6-4db3d2914ad2,0173289b-37fa-4e29-bb92-d2da931fed2c,auto,Full Coverage,1984-02-01,59834,Full Coverage,4,96514,True,False,False,,2026-02-04T13:39:49.520325
2659e769-08d0-44f4-aa25-1f73ae7b568e,1cc3fb61-28af-4fe3-8ec4-643b463acb89,4b72c6ce-ba9f-47bb-97aa-e54f5bc18176,health,Medicare Supplement,1970-08-11,30506,Medicare Supplement,1,22679,True,True,False,,2026-05-30T00:03:35.520325
46527c82-9709-43a1-8787-3d44498a39fe,4779a08a-cb52-46aa-97ad-65a9478268eb,b24954cd-2abc-4b4e-9c92-c214d95aecf2,auto,Liability Only,1959-03-12,52888,Liability Only,1,62318,False,False,False,,2026-07-07T10:10:53.520325
08fb3eac-5ec9-467b-a3de-593d04858a0b,02d62184-8fe8-4578-b749-56cb07a5a706,f4a9e218-b05c-4f25-a80e-cb3338cf48ca,auto,None,1965-05-06,85504,None,6,34361,True,True,False,,2026-02-06T08:50:52.520325
eed64933-570c-441a-b683-511abbce7700,68d003b3-fc42-46bc-b3a8-44c7c24c467f,3e35673b-6bdb-4eab-827b-674a21da2dab,life,None,1975-10-18,98351,None,1,222837,False,False,False,,2026-07-13T00:06:14.520325
2a8a5243-feef-42bf-b2ab-e013be602837,a72aa19a-33ef-4776-9170-b276808c36fe,7ec12429-7103-4f8d-b7e2-6a55c3a8dad2,health,None,1957-06-02,92514,None,4,60806,True,True,False,,2026-06-30T10:00:42.520325
454cdd76-616f-4dc4-8134-46b4a28cf7e5,328454a7-71cc-4d02-8900-93e5c32a391b,3763e761-8d4d-4b01-b82e-ca29f285d7ac,life,Universal,1992-04-15,56907,Universal,2,17173,True,True,False,,2026-05-24T07:22:39.520325
9919c4df-8add-4896-8d4f-aae91adb070c,5dca2140-7ab8-4972-a0cc-c4eb9e7bb8ff,3f99776e-2297-41b4-9219-fb3f968c7d2c,health,None,1961-04-01,60793,None,4,15957,True,True,False,,2026-01-30T17:46:08.520325
d44e80e4-3d6a-4c87-b60b-e97eceb0dd1a,b0193623-5906-491d-ba58-5bd7777cd90d,a8635f6e-ba65-46ba-a598-049b575d2e92,home,Renters,1995-03-16,71628,Renters,6,23641,True,True,True,8a8d125c-a570-4d3e-8705-b1df5490a7e6,2026-03-14T23:20:16.520325
41cb357d-a76a-487b-9f40-3afb013eeb77,a47a97e2-acbc-42a3-8695-a293d2b632cb,b75ae530-c4cd-4073-9886-4e4dad6e1c2c,auto,None,1968-08-23,98396,None,3,145917,False,False,False,,2026-03-15T16:37:55.520325
a493d0b4-90db-469b-ad64-861b9f5fb3e7,9abcc3df-8225-484b-9b9a-76f02139e9a7,5008f17e-28e5-4775-8fbd-3b99d9cc20e0,health,Medicare Supplement,2002-10-05,33771,Medicare Supplement,2,65972,True,False,True,7734ed34-1d73-4b59-8c9b-43ae35026f9d,2026-07-16T14:01:22.520325
be158b67-9229-42cd-b5ba-ce95a47e1ac0,3297daf7-8a8b-445d-9030-1357e2ac725d,17fa8078-e296-4a61-a5e3-27ac5dac1efc,home,HO-5,1983-03-04,83224,HO-5,2,37245,True,True,False,,2026-07-11T06:32:12.520325
718bff7b-2406-41aa-840d-576244392f33,d3dfd906-1c56-42f2-9444-05e122601b33,9c716328-2d50-43eb-8095-1aa3d1f9e16e,auto,None,1970-09-21,11967,None,4,253208,False,False,True,925e9d81-7f51-43bb-bba9-a9658770181f,2026-03-15T22:57:28.520325
ba286ece-3bbd-4ccc-b82c-c3eee8d88bfc,aecb4212-39dd-43f7-90b5-a416185c8c15,0173289b-37fa-4e29-bb92-d2da931fed2c,auto,Full Coverage,1984-02-01,59834,Full Coverage,4,96514,True,False,False,,2026-03-03T21:38:22.520325
86ff33d0-a45b-4c6e-91d8-a0c8f5b63cea,40b25f7a-9470-4c77-9982-1c41b33c3f64,1b49af8a-5613-4f29-b331-19de4a97006c,life,None,1985-11-26,82754,None,6,55365,True,True,True,504540af-1b71-46ce-9177-acb43476987a,2026-02-15T16:15:37.520325
e6d29b71-9bd7-4f83-9766-dab120b08334,f3eb5ce4-866f-48c3-a407-e5ed7e2f2539,93e401b5-b712-42f3-8003-999aa2d6c19c,health,HDHP,1973-09-04,87687,HDHP,1,224555,False,False,True,925e9d81-7f51-43bb-bba9-a9658770181f,2026-01-21T03:00:49.520325
f2ffdd3f-8e07-4b44-b83a-b0f8c92f56bc,4560d713-c691-42f1-87c1-65bdb7509c44,b266f54f-2009-48a8-8e59-e1915f44b963,home,HO-3,1990-02-22,74970,HO-3,1,25577,True,True,False,,2026-02-26T06:32:29.520325
4dffc09f-49b5-4fa8-952d-cf4bc974778c,33ef8cdc-6eb0-4f22-a2e2-87b92fb84050,f99fb52b-961b-46d3-b646-1220112ff910,health,EPO,1968-09-26,86180,EPO,4,31980,True,True,True,a466cfe7-9c5a-4806-b6db-b905292e96d7,2026-07-05T20:08:09.520325
8b80dda7-6c17-40fd-98c1-c839cd03d839,e5df0e8d-180f-4c79-beca-6d17fc04dc29,ea80429e-ef9a-4e7c-bc3e-c20a0f63efde,home,HO-3,1996-08-27,89559,HO-3,3,96179,True,False,True,0d79d4c8-e847-4662-912e-9e777b93965f,2026-07-11T15:35:25.520325
aa3255a9-92fd-4e65-a71a-2383e74efaa1,665e937b-7d2f-4db7-8252-e8da89584c4a,b881fa13-ed2b-486a-8d07-bfed27384d74,home,None,1986-09-20,21123,None,6,117194,True,False,True,ac412db4-3110-46a2-baee-639bc02e6acb,2026-02-26T13:05:31.520325
2e7732f1-0e1a-4b27-9852-2813827d98ff,a33220ba-8f8e-420e-b051-1552fdb3368f,1cb5df03-b362-4f2f-bd69-cf8350738bce,home,Condo,1982-02-25,33819,Condo,4,83147,True,False,False,,2026-05-10T10:47:11.520325
8c82ba78-fb86-4542-ba9e-dc1d6171931d,2dbd228d-afd5-4c75-ab94-337339c2b65a,9c716328-2d50-43eb-8095-1aa3d1f9e16e,auto,None,1970-09-21,11967,None,4,253208,False,False,False,,2026-06-26T04:50:07.520325
b2c12ebe-7d84-4493-8b07-62bf8334257a,5e84b32a-cb02-4253-9121-708214699b96,59708ea0-20ad-4665-b00b-67764112f35f,auto,Comprehensive,1980-02-14,17398,Comprehensive,3,465969,False,False,True,01eb6f7a-a7d7-40ca-bb39-d438ff4f6b06,2026-02-16T00:02:34.520325
76140f6d-1eb8-47da-b731-12798eee4097,c6db197a-5129-43f4-b7b5-69feb24d103a,eaf38297-11ce-45b6-9360-10542f9f686f,health,None,1967-09-06,14897,None,1,51316,True,False,False,,2026-03-28T22:02:34.520325
fed7807a-b430-4e97-adc7-56ca8fa14b64,14906e4a-cf76-4980-90b4-310bb39c1af8,a4ac2229-f14c-4165-b984-47dbf3ec6682,auto,Comprehensive,1980-08-15,23529,Comprehensive,1,25625,True,True,True,a90d71eb-7396-405c-a5f2-4ff61bed6ebd,2026-04-10T18:27:53.520325
8f2492d9-dab9-429d-8b47-41645ae4c06f,69bee750-2429-4a88-8202-84edde825ce2,3763e761-8d4d-4b01-b82e-ca29f285d7ac,life,Universal,1992-04-15,56907,Universal,2,17173,True,True,False,,2026-05-24T05:11:11.520325
137f83c1-4ae9-434f-8dca-a318d3e9e1f3,036130c2-5dab-42b2-9927-0c7b8737f0c5,4aea133f-bff0-4f82-86df-2b5587209690,auto,Liability Only,1969-01-05,49676,Liability Only,5,24398,True,True,False,,2026-07-04T07:29:46.520325
932f4ea1-a1bd-4f87-be6f-fee27400acb0,db665719-b404-4469-bc4d-3669a8d6f874,0bcef829-ce20-4f9a-83c3-8a661f85efd8,health,Medicaid,1970-11-28,60067,Medicaid,5,27218,True,True,False,,2026-07-03T02:16:13.520325
3f8647f4-2113-421c-a708-7c3cb8496ecd,758d7277-d63c-437e-beb5-d2d1ae35cf7e,c99cfdb2-4ef2-4828-bf5c-6d4480b81910,home,Condo,1971-06-06,19173,Condo,4,57117,True,True,False,,2026-04-27T05:25:27.520325
48de5e29-0cc5-4ebe-979e-7daef5c0d7d9,48723c30-b350-4cc4-8be4-d117fa1d709f,e148d5f4-8b53-4ad8-b5fc-5a7a51cda689,life,None,2004-07-04,97770,None,2,100595,False,False,True,4e194719-3bb8-4772-8379-848532265f67,2026-02-18T04:33:55.520325
cd772fef-ae42-4906-a4ef-aec21157ebce,6282b9d0-8133-4d10-9cc1-6e832c8d830f,a3d16233-e0fb-4051-8df4-a7be4b094064,home,Renters,1993-05-01,44809,Renters,4,114664,True,False,True,01eb6f7a-a7d7-40ca-bb39-d438ff4f6b06,2026-04-14T17:44:47.520325
f3f8fa50-612e-4212-84eb-6ebc35f256fd,c85dfce5-f2f7-42c1-85c7-3881cca82a2b,8a09cf6e-1f57-4ffc-bedf-538fa8974a7d,home,HO-5,1960-04-16,22559,HO-5,6,45187,True,True,False,,2026-04-10T08:00:15.520325
fc776dec-7dbd-48a9-a5ad-0031ebc9a157,ed0973fd-be49-4a92-ac13-a67da1ccc8b5,47f50b5e-a5c8-47be-98c9-52002355834f,life,Term,1978-03-14,18680,Term,5,61901,True,True,True,ac412db4-3110-46a2-baee-639bc02e6acb,2026-02-25T20:03:04.520325
5ab59fa0-37d4-492f-9dc4-acb757f35175,0069b62d-b4a3-457d-a4ad-e21423faab1c,9c73677e-a65a-404d-b5f0-0680e2c55b00,auto,Comprehensive,1977-10-24,73691,Comprehensive,1,64485,False,False,True,925e9d81-7f51-43bb-bba9-a9658770181f,2026-01-30T06:53:59.520325
ec6cabd1-00de-499f-87c7-aad696ff7c8d,d0cb5c1d-b849-4e89-b23e-f771318a6c12,a04b183d-8196-46d6-8afb-8bd40b212d09,life,None,2000-10-05,15168,None,3,69965,True,False,False,,2026-02-14T22:23:28.520325
65afceea-396a-41ea-af94-c653fcf971ed,ec8ff451-9637-49fb-a30e-a6278c027641,58357f55-6da8-40a3-b922-52e9211abb44,life,Term,1967-12-05,58967,Term,1,108913,False,False,True,a466cfe7-9c5a-4806-b6db-b905292e96d7,2026-06-16T19:55:55.520325
8e1d6f05-a9cb-4427-8a3f-955e10bda679,2c559a3d-8031-4723-8ea4-e465105b9d37,70312f7b-b192-49a2-8af0-f91e10ca94b8,life,Whole,1993-01-18,52179,Whole,6,112483,True,False,True,dc3f2b18-ae07-4107-abe5-c873c437a8e0,2026-04-16T13:49:43.520325
8728e690-a63a-4bde-bffd-6611a21dfd50,33aca4c0-31aa-418b-bd32-b683a5423bb3,afe5db6f-dd9f-49d6-81c4-d5690b1cb251,auto,Collision,1982-09-18,18880,Collision,4,29231,True,True,False,,2026-02-11T13:04:58.520325
10fcf142-f283-44dc-bfc4-fce52dfcecd8,b6944bb1-fe4d-4c9c-9e03-0a82dcbbc85e,16b883ad-d6d9-40dd-b2bc-feb5bc68b2f4,home,Renters,1978-10-23,69355,Renters,2,41234,True,True,False,,2026-05-20T00:08:08.520325
ddf51132-c3a7-4f1c-ac8f-37d787c3e423,ef9e6904-aaee-41f0-b492-4c83a42b473a,87b8373e-0657-4853-8996-eced864edb02,health,None,1980-10-17,54175,None,3,192027,False,False,True,dc3f2b18-ae07-4107-abe5-c873c437a8e0,2026-04-18T02:50:15.520325
7feadd1f-7ced-4d50-9d8c-a8fae558bf65,332e53be-d345-4d6e-86e2-486fe14f7c62,a4ac2229-f14c-4165-b984-47dbf3ec6682,auto,Comprehensive,1980-08-15,23529,Comprehensive,1,25625,True,True,True,2e099964-b945-4362-a1ec-6ff09ced9327,2026-06-25T20:17:17.520325
