call_id,lead_id,agent_id,campaign_id,vertical,started_at,ended_at,duration_seconds,disposition,recording_blob_key,transcript,sentiment_score,compliance_flagged,compliance_phrase,compliance_phrase_position,transfer_agent_id,created_at
eb84810d-6bd7-47ab-804f-c407fe1f6abd,59708ea0-20ad-4665-b00b-67764112f35f,01eb6f7a-a7d7-40ca-bb39-d438ff4f6b06,935d3dc4-1cf0-4b02-9d62-f6855bb0ad1e,Insurance,2026-02-18T08:56:04.520325,2026-02-18T08:56:23.520325,19,NoAnswer,,"Hello, this is Christine Davis calling from Insurance Solutions. Am I speaking with Karen Wolfe? I'm calling about auto options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Karen Wolfe. Have a great day.",0.0858,False,,,,2026-02-18T08:56:04.520325
6817c5c7-f5c7-457a-9fb8-485f9bbbaa62,a69ecdf9-710e-460e-a74f-752049e10795,0d79d4c8-e847-4662-912e-9e777b93965f,cede568f-19d7-4975-b419-66b51f34ad3c,RealEstate,2026-06-20T06:57:02.520325,2026-06-20T07:10:00.520325,778,Interested,recordings/cede568f-19d7-4975-b419-66b51f34ad3c/782122ab-3759-4926-9ac8-37ac55f648d2.wav,"Hello, this is Steven Grant calling from RealEstate Solutions. Am I speaking with Maria Jackson? Great, Maria Jackson. I'm reaching out today regarding your RealEstate inquiry. Based on what you've shared, you'd qualify for coverage starting as low as $286 per month. That sounds great. Let me go ahead and get that set up for you. Perfect. Can you confirm your date of birth and zip code for verification?",0.5604,False,,,,2026-06-20T06:57:02.520325
7aa06e2d-ae5c-41bc-b4f5-c95e082eb065,3d4a87aa-581c-4a25-b16b-f21510853590,4e194719-3bb8-4772-8379-848532265f67,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,2026-02-17T01:55:41.520325,2026-02-17T01:59:50.520325,249,Callback,recordings/afe63de6-8441-47a8-bae4-b314f5fcd99b/8c363ca9-09d6-4b32-9d30-0eb5cfc2c42d.wav,"Hello, this is Thomas Wilson calling from RealEstate Solutions. Am I speaking with Victoria Jenkins? I'm calling about RealEstate options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Victoria Jenkins. Have a great day.",0.2073,False,,,,2026-02-17T01:55:41.520325
74b32038-8bf7-4889-902e-7f800a10e4fe,d53b3a3d-d4e4-41b1-aa6b-b31008b4d504,a466cfe7-9c5a-4806-b6db-b905292e96d7,a3679446-79fc-42f8-95ca-003bc17cb437,Healthcare,2026-01-28T14:33:31.520325,2026-01-28T14:37:59.520325,268,Interested,recordings/a3679446-79fc-42f8-95ca-003bc17cb437/2bc2f89c-ac7d-4ba9-a716-b038310fb4e7.wav,"Hello, this is Robert Ramirez calling from Healthcare Solutions. Am I speaking with Brian Black? Great, Brian Black. I'm reaching out today regarding your Dermatology inquiry. Based on what you've shared, you'd qualify for coverage starting as low as $323 per month. That sounds great. Let me go ahead and get that set up for you. Perfect. Can you confirm your date of birth and zip code for verification?",0.5407,False,,,,2026-01-28T14:33:31.520325
0c29b04b-c0da-4434-b30d-829da07835f0,6cc5d7fd-3c21-405d-8df4-d570e99c44a7,b6125648-6ed1-40d1-a876-fc1abe57dfae,d4315796-a40a-4c43-b7f4-7e5ece684a15,AR,2026-07-16T18:01:29.520325,2026-07-16T18:05:55.520325,266,Callback,recordings/d4315796-a40a-4c43-b7f4-7e5ece684a15/1b0afdfa-ff86-497a-9b0c-35c47f0ea47e.wav,"Hello, this is Jesse Benson calling from AR Solutions. Am I speaking with Justin Cisneros? I'm calling about AR options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Justin Cisneros. Have a great day.",0.3126,False,,,,2026-07-16T18:01:29.520325
1a96602c-b0ba-4931-96d3-b2301c93963b,7a72899f-10aa-4a75-ad1e-63e1d87fac70,283e7eb4-1af3-4954-98a5-25201c2aeadd,a3679446-79fc-42f8-95ca-003bc17cb437,Healthcare,2026-05-15T14:57:16.520325,2026-05-15T14:57:28.520325,12,NoAnswer,,"Hello, this is Michael Jenkins calling from Healthcare Solutions. Am I speaking with Jacqueline Jackson? I'm calling about Endocrinology options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Jacqueline Jackson. Have a great day.",-0.131,False,,,,2026-05-15T14:57:16.520325
704ddf29-c9fc-4cba-b23d-b70ad6ba2658,ed77b216-7b30-422f-828c-d400ff0d829a,7734ed34-1d73-4b59-8c9b-43ae35026f9d,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,2026-06-11T05:12:30.520325,2026-06-11T05:14:21.520325,111,NotInterested,recordings/ec2c0889-887a-449e-9f72-4ea1064ea1cb/60e83694-bd7a-4646-a354-3058ff0f7a23.wav,"Hello, this is Earl Anderson calling from AR Solutions. Am I speaking with Elizabeth White? I'm calling about AR options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Elizabeth White. Have a great day.",-0.4484,False,,,,2026-06-11T05:12:30.520325
d177b0f6-3f27-4374-a26e-a7866d72903e,3d4a87aa-581c-4a25-b16b-f21510853590,925e9d81-7f51-43bb-bba9-a9658770181f,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,2026-02-23T18:02:02.520325,2026-02-23T18:04:28.520325,146,NotInterested,recordings/afe63de6-8441-47a8-bae4-b314f5fcd99b/23d0d317-f756-42a9-b467-a1c5f2dddcd7.wav,"Hello, this is Diane Cunningham calling from RealEstate Solutions. Am I speaking with Victoria Jenkins? I'm calling about RealEstate options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Victoria Jenkins. Have a great day.",-0.2927,False,,,,2026-02-23T18:02:02.520325
a7f61857-3cb3-42ba-bd8f-7cf2bfb3a415,f7e1d44b-24ba-43df-b5d6-060cad0ee44b,03711bc5-9094-416e-83bd-82e76be4a5c5,cfb3a913-771b-4ce5-ab0e-c0ae781025d0,RealEstate,2026-06-01T11:38:05.520325,2026-06-01T11:39:57.520325,112,NotInterested,recordings/cfb3a913-771b-4ce5-ab0e-c0ae781025d0/5365eeba-6cf4-46f3-8f58-3d56be09d9b7.wav,"Hello, this is Brian Romero calling from RealEstate Solutions. Am I speaking with Michele Morales? I'm calling about RealEstate options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Michele Morales. Have a great day.",-0.3005,False,,,,2026-06-01T11:38:05.520325
96262857-a7ed-4374-9ded-90c6bedf2958,47f50b5e-a5c8-47be-98c9-52002355834f,a90d71eb-7396-405c-a5f2-4ff61bed6ebd,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,2026-03-17T14:58:24.520325,2026-03-17T15:00:08.520325,104,NotInterested,recordings/3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364/c1197333-322c-4cee-a97a-cafb08c1b893.wav,"Hello, this is Erin Powell calling from Insurance Solutions. Am I speaking with Gregory Smith? I'm calling about life options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Gregory Smith. Have a great day.",-0.3082,False,,,,2026-03-17T14:58:24.520325
5689ef58-a1ca-49a4-b1eb-88a6e6935992,78bd663b-cba9-430e-a157-58336ece19de,9ffa4d6b-21f1-42d5-ba80-c37afcf36808,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,2026-03-24T15:31:08.520325,2026-03-24T15:36:04.520325,296,Callback,recordings/3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364/db6e33bb-a359-4338-9bf1-80a14ec13f9d.wav,"Hello, this is Laura Moyer calling from Insurance Solutions. Am I speaking with Traci Marshall? I'm calling about auto options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Traci Marshall. Have a great day. Customer said: 'threaten'.",0.0957,True,threaten,343.0,,2026-03-24T15:31:08.520325
b84ebe44-c4c5-45d9-bdaa-32d3ab366acf,afbe8cad-e549-4f9d-a61b-37d3eac17002,7734ed34-1d73-4b59-8c9b-43ae35026f9d,935d3dc4-1cf0-4b02-9d62-f6855bb0ad1e,Insurance,2026-02-25T05:49:08.520325,2026-02-25T05:57:28.520325,500,Interested,recordings/935d3dc4-1cf0-4b02-9d62-f6855bb0ad1e/e3bc57c6-4bb4-492b-adea-a1ee6a92b2b7.wav,"Hello, this is Earl Anderson calling from Insurance Solutions. Am I speaking with Amy Meyers? Great, Amy Meyers. I'm reaching out today regarding your life inquiry. Based on what you've shared, you'd qualify for coverage starting as low as $343 per month. That sounds great. Let me go ahead and get that set up for you. Perfect. Can you confirm your date of birth and zip code for verification?",0.3666,False,,,,2026-02-25T05:49:08.520325
f87fee53-1b01-4493-b7f2-0327e9350fa0,b4ee7c10-012c-4113-8dfa-3e7d182ee8ba,504540af-1b71-46ce-9177-acb43476987a,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,2026-03-01T01:47:53.520325,2026-03-01T01:51:41.520325,228,Callback,recordings/5035edcc-74bd-4b5a-84e3-ddb3f76dd792/d8b584bb-3e29-4c11-afb8-be555f3e627a.wav,"Hello, this is Michelle Cherry calling from Healthcare Solutions. Am I speaking with Gabriella Harris? I'm calling about Orthopedics options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Gabriella Harris. Have a great day.",0.0317,False,,,,2026-03-01T01:47:53.520325
25a80192-3e21-46f6-b052-708f46c1568e,8ff697cb-72b5-4300-b1c6-ac3d3554945e,2e099964-b945-4362-a1ec-6ff09ced9327,a3679446-79fc-42f8-95ca-003bc17cb437,Healthcare,2026-05-09T14:21:54.520325,2026-05-09T14:31:01.520325,547,Interested,recordings/a3679446-79fc-42f8-95ca-003bc17cb437/03c83237-7bba-409d-a10a-da30005cf77e.wav,"Hello, this is Rachael Freeman calling from Healthcare Solutions. Am I speaking with Danielle Hall? Great, Danielle Hall. I'm reaching out today regarding your Cardiology inquiry. Based on what you've shared, you'd qualify for coverage starting as low as $303 per month. That sounds great. Let me go ahead and get that set up for you. Perfect. Can you confirm your date of birth and zip code for verification?",0.6519,False,,,,2026-05-09T14:21:54.520325
3f3cb343-ed36-471b-9863-834d8a23bc84,ffa9765e-134a-461b-9b06-56582ea5aae0,e1d91940-b797-408a-9d2f-9f61f9da2a2a,935d3dc4-1cf0-4b02-9d62-f6855bb0ad1e,Insurance,2026-01-24T20:17:28.520325,2026-01-24T20:17:37.520325,9,NoAnswer,,"Hello, this is Bruce Edwards calling from Insurance Solutions. Am I speaking with Sharon Wood? I'm calling about health options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Sharon Wood. Have a great day.",0.0982,False,,,,2026-01-24T20:17:28.520325
5286f86f-6b6c-4dfe-9625-5a1190493b85,94cde357-6ad9-475f-8e8b-c2a292b684a8,9d06ed20-1b6b-44d9-864f-f0ab9a45db54,178f526c-a640-4984-bbce-133355f53c67,AR,2026-03-22T03:38:43.520325,2026-03-22T03:51:48.520325,785,Interested,recordings/178f526c-a640-4984-bbce-133355f53c67/61173ad4-f5fa-4e77-b620-4cd89dac2627.wav,"Hello, this is David Zamora calling from AR Solutions. Am I speaking with Katie Dominguez? Great, Katie Dominguez. I'm reaching out today regarding your AR inquiry. Based on what you've shared, you'd qualify for coverage starting as low as $447 per month. That sounds great. Let me go ahead and get that set up for you. Perfect. Can you confirm your date of birth and zip code for verification?",0.6888,False,,,,2026-03-22T03:38:43.520325
b3dfa28d-5cbb-47b0-8ad4-7f39ff7e9f60,ecebffba-1695-4a79-ab5d-9506378ebb05,28b4a321-fe50-474f-939d-9dce8608da64,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,2026-05-24T20:15:58.520325,2026-05-24T20:16:17.520325,19,DNC,recordings/ec2c0889-887a-449e-9f72-4ea1064ea1cb/5c3906bf-a2dd-4c68-9308-82d41ada52e9.wav,"Hello, is this Rebekah Williams? Please remove me from your list. Do not call me again. I apologize for the interruption. I'll remove your number right away. You're now removed. Have a good day.",-0.6575,True,do not call,66.0,,2026-05-24T20:15:58.520325
b0c726f2-95cb-4694-b7c7-68e02dec9c8f,372441ff-03c9-40a3-aaee-d1f6355a42cb,c9c289eb-0a9a-4468-99c2-6410842b3d71,c5dcf8d3-3173-44a5-b8ea-89eb9d99134d,Insurance,2026-05-20T12:34:22.520325,2026-05-20T12:35:58.520325,96,NotInterested,recordings/c5dcf8d3-3173-44a5-b8ea-89eb9d99134d/68bf6d3e-124e-4db8-a507-287e734e7eef.wav,"Hello, this is Richard Morgan calling from Insurance Solutions. Am I speaking with Daniel Moyer? I'm calling about auto options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Daniel Moyer. Have a great day.",-0.3126,False,,,,2026-05-20T12:34:22.520325
1f6c87b8-2bf3-462a-9418-b5e2acd7c8a6,39041032-06ce-4db6-b055-96fd02a985de,9d06ed20-1b6b-44d9-864f-f0ab9a45db54,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,2026-05-26T13:58:12.520325,2026-05-26T14:02:06.520325,234,Transfer,recordings/afe63de6-8441-47a8-bae4-b314f5fcd99b/0b7136a3-0398-4cf0-b603-a3f7ccc89488.wav,"Hello, this is David Zamora calling from RealEstate Solutions. Am I speaking with Brian Meyer? I'm calling about RealEstate options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Brian Meyer. Have a great day.",0.6388,False,,,03711bc5-9094-416e-83bd-82e76be4a5c5,2026-05-26T13:58:12.520325
ffca01fe-869f-4a6a-a26d-db74137003fb,92adac7a-d449-4d1c-ad43-fafe9a92aed9,a90d71eb-7396-405c-a5f2-4ff61bed6ebd,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,2026-07-03T14:28:32.520325,2026-07-03T14:30:17.520325,105,Callback,recordings/afe63de6-8441-47a8-bae4-b314f5fcd99b/d3faedcb-2887-41c8-8c40-1941013d9730.wav,"Hello, this is Erin Powell calling from RealEstate Solutions. Am I speaking with Alice Allen? I'm calling about RealEstate options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Alice Allen. Have a great day.",0.0114,False,,,,2026-07-03T14:28:32.520325
c5421e79-70d9-4bf4-a5c1-8631f67e42d2,6b29de04-868b-4029-82c1-5a82af33c9b0,533a1b8c-2242-4162-8b4d-ebdce39f7a0a,178f526c-a640-4984-bbce-133355f53c67,AR,2026-06-06T13:24:27.520325,2026-06-06T13:24:35.520325,8,NoAnswer,,"Hello, this is Jennifer Young calling from AR Solutions. Am I speaking with Darius Barrera? I'm calling about AR options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Darius Barrera. Have a great day.",-0.152,False,,,,2026-06-06T13:24:27.520325
18f5db21-7053-4420-832c-3a83511e2d46,0173289b-37fa-4e29-bb92-d2da931fed2c,a466cfe7-9c5a-4806-b6db-b905292e96d7,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,2026-05-02T12:43:36.520325,2026-05-02T12:46:32.520325,176,Transfer,recordings/3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364/632a1032-3e4e-4707-be08-3da92d26cdff.wav,"Hello, this is Robert Ramirez calling from Insurance Solutions. Am I speaking with Yvonne Castaneda? I'm calling about auto options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Yvonne Castaneda. Have a great day.",0.5005,False,,,41b34a14-baeb-4d30-a615-65b794654f61,2026-05-02T12:43:36.520325
a758eb80-343c-4d80-9118-fb7760503d64,8eecc664-aaa9-4a42-b083-3608fc4c2818,a90d71eb-7396-405c-a5f2-4ff61bed6ebd,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,2026-01-27T17:16:45.520325,2026-01-27T17:16:50.520325,5,NoAnswer,,"Hello, this is Erin Powell calling from AR Solutions. Am I speaking with Kari Payne? I'm calling about AR options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Kari Payne. Have a great day.",-0.111,False,,,,2026-01-27T17:16:45.520325
d4aefc62-977b-4c4b-8c27-abd96567a024,05a76fca-155f-4381-9cb0-a89f94d5049c,9ffa4d6b-21f1-42d5-ba80-c37afcf36808,178f526c-a640-4984-bbce-133355f53c67,AR,2026-05-23T07:13:55.520325,2026-05-23T07:16:04.520325,129,NotInterested,recordings/178f526c-a640-4984-bbce-133355f53c67/5488a9a1-3e02-4afd-9ae8-4e90c78aaa8e.wav,"Hello, this is Laura Moyer calling from AR Solutions. Am I speaking with George Smith? I'm calling about AR options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, George Smith. Have a great day.",-0.3172,False,,,,2026-05-23T07:13:55.520325
78aa7e6f-e4e1-4998-a191-f33f0322ae5a,bdf3889e-e972-450d-85c9-37bcb4c9c823,9d06ed20-1b6b-44d9-864f-f0ab9a45db54,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,2026-02-10T03:50:04.520325,2026-02-10T03:51:20.520325,76,NotInterested,recordings/3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364/520bb787-61a4-4e5c-bf74-bd4296243710.wav,"Hello, this is David Zamora calling from Insurance Solutions. Am I speaking with Paul Burke? I'm calling about health options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Paul Burke. Have a great day.",-0.2477,False,,,,2026-02-10T03:50:04.520325
1f543e01-ee62-4d71-b025-ef6ae123b813,92adac7a-d449-4d1c-ad43-fafe9a92aed9,283e7eb4-1af3-4954-98a5-25201c2aeadd,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,2026-05-02T17:39:47.520325,2026-05-02T17:41:21.520325,94,NotInterested,recordings/afe63de6-8441-47a8-bae4-b314f5fcd99b/eb10c67c-70b2-4452-b2d1-08aa016d6d6f.wav,"Hello, this is Michael Jenkins calling from RealEstate Solutions. Am I speaking with Alice Allen? I'm calling about RealEstate options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Alice Allen. Have a great day.",-0.1831,False,,,,2026-05-02T17:39:47.520325
3ef94e17-88ec-4921-936e-e190801afc61,7a547ae0-440b-4504-bf11-8cd16f86ffbe,dc3f2b18-ae07-4107-abe5-c873c437a8e0,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,2026-02-05T22:29:36.520325,2026-02-05T22:29:44.520325,8,NoAnswer,,"Hello, this is Melissa Cannon calling from Healthcare Solutions. Am I speaking with Matthew Wood? I'm calling about Primary Care options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Thank you for your time, Matthew Wood. Have a great day.",-0.1716,False,,,,2026-02-05T22:29:36.520325
268aa756-d71c-4bc3-b99a-9050a91d164c,ed654331-7076-4357-a003-090937413f29,b6125648-6ed1-40d1-a876-fc1abe57dfae,c5dcf8d3-3173-44a5-b8ea-89eb9d99134d,Insurance,2026-02-19T16:36:47.520325,2026-02-19T16:40:33.520325,226,Callback,recordings/c5dcf8d3-3173-44a5-b8ea-89eb9d99134d/4e453339-bd0e-4bbd-ad4e-ed6171c4497e.wav,"Hello, this is Jesse Benson calling from Insurance Solutions. Am I speaking with Gregory Douglas? I'm calling about life options available in your area. I'm not interested, thank you. I understand completely. If you change your mind, please don't hesitate to reach out. Customer said: 'arrest'. Thank you for your time, Gregory Douglas. Have a great day.",0.0848,True,arrest,286.0,,2026-02-19T16:36:47.520325
c31526bd-128f-43ed-9ab7-84c1e2a31884,e999f9f1-87a3-434a-bb0b-9d2caafef0ea,7dd479d0-e9e7-4c13-bd7a-996d9c940f82,cede568f-19d7-4975-b419-66b51f34ad3c,RealEstate,2026-06-13T03:22:48.520325,2026-06-13T03:37:32.520325,884,Interested,recordings/cede568f-19d7-4975-b419-66b51f34ad3c/04bbe8a9-78bc-4808-9b09-a8e8d587e7e3.wav,"Hello, this is James Reynolds calling from RealEstate Solutions. Am I speaking with Cynthia Barton? Great, Cynthia Barton. I'm reaching out today regarding your RealEstate inquiry. Based on what you've shared, you'd qualify for coverage starting as low as $90 per month. That sounds great. Let me go ahead and get that set up for you. Perfect. Can you confirm your date of birth and zip code for verification?",0.6292,False,,,,2026-06-13T03:22:48.520325
