feature_row_id,lead_id,vertical,state,lead_score,dnc_flagged,n_call_attempts,avg_sentiment_score,has_consent,converted,hc_specialty,hc_payer_id,ar_original_balance,ar_current_balance,ar_account_age_days,ar_sol_expired,ar_debt_type,ins_product_type,ins_household_size,ins_annual_income,ins_aca_eligible,ins_tobacco_user,re_interest_type,re_budget_min,re_budget_max,re_timeline_months,re_pre_approval
93fa3133-06f7-4553-aeb4-e983d927c095,6d89e8a5-a845-4898-9eb6-5f0fd85829af,Healthcare,NV,82.0,0,9,0.133,1,1,Neurology,MOLINA006,,,,,,,,,,,,,,,
d0e947dc-7b50-4eb8-bdb2-c5537093c179,f8d452e9-a2f4-4e8f-b17e-483decdeed4d,Healthcare,CT,8.0,0,8,-0.0817,1,0,Orthopedics,AETNA002,,,,,,,,,,,,,,,
cbbfda1a-d4f3-4cb0-9241-17aec91dddc8,af26996d-7169-4fb8-bcca-7a8fdf200cd3,RealEstate,SD,59.0,0,5,0.2389,0,1,,,,,,,,,,,,,buyer,400000.0,600000.0,12.0,Approved
332b24da-c4aa-43e7-847b-f4f0bde68999,be023455-02fb-496c-a730-c3637c3b91ca,RealEstate,WV,67.0,0,0,0.0,0,0,,,,,,,,,,,,,seller,900000.0,1500000.0,1.0,
16a5da27-30f8-4174-862a-983f853ca3bb,b7ccef00-d547-468e-b7f6-d87f16df6ec6,AR,HI,84.0,0,7,-0.1166,0,1,,,30710.95,31916.85,304.0,0.0,Utility Bill,,,,,,,,,,
2ae9d0b9-60a3-4310-90bc-95b15b05fdea,d85aee22-df05-40e3-aa58-a22b4e1f7148,Insurance,MI,11.0,0,12,0.0906,1,1,,,,,,,,auto,4.0,26613.0,1.0,0.0,,,,,
1f489476-be0d-41dc-bcb6-321e42f7a72a,c298929f-1207-44b6-b918-316a91a33b42,AR,NV,69.0,0,7,-0.3143,0,0,,,42827.03,42650.64,1489.0,0.0,Medical Debt,,,,,,,,,,
1fff98d4-e861-48fc-b7d9-407bd69283a8,a368e707-7a84-4d6e-9199-fe9a1f96466d,RealEstate,AZ,95.0,0,0,0.0,0,0,,,,,,,,,,,,,buyer,250000.0,400000.0,24.0,Not Started
a5dbf0c3-13ec-4c23-8abc-bef9be8addce,ddeab38c-a394-424b-90af-1d524a4d48f6,Healthcare,OH,,0,6,0.0852,1,1,Dermatology,MOLINA006,,,,,,,,,,,,,,,
6d026040-9701-41a9-a6b6-8ddb55bed7f5,916e208c-78c9-49c3-aebe-ff482606578b,Healthcare,OK,53.0,0,4,0.1742,1,1,Neurology,AETNA002,,,,,,,,,,,,,,,
f5eb7a22-fa3e-4e9c-99db-8b45d51d225e,cbf35c42-e213-4b07-a825-8c9c1ca44497,RealEstate,NC,60.0,0,5,-0.0332,0,1,,,,,,,,,,,,,seller,250000.0,400000.0,6.0,
f769ed39-6eaf-4055-b5d9-bc4be1631a6a,abea72cc-b840-43f0-96d1-4c5a40b1e898,AR,AL,79.0,0,0,0.0,0,0,,,24921.79,25129.42,3068.0,1.0,Medical Debt,,,,,,,,,,
e524b52b-5928-4ebc-9d41-01de35c684b6,00865b18-5f28-4c69-b842-4794701233c7,Insurance,DE,8.0,1,0,0.0,1,0,,,,,,,,life,4.0,20780.0,1.0,0.0,,,,,
fa118122-1806-439d-94b0-1cfc30662dbe,8bfa1798-c526-4176-8b94-0771a8b27503,RealEstate,NC,94.0,0,7,-0.1051,0,0,,,,,,,,,,,,,seller,100000.0,250000.0,12.0,
bf447514-19fe-42ba-a159-36f1f535dca0,a436c1ed-da87-4a5e-a9bf-05a073454f3f,Healthcare,FL,40.0,0,0,0.0,1,0,Orthopedics,KAISER008,,,,,,,,,,,,,,,
3723b6a5-9eb1-45ce-bbdf-43bc140b1dab,cbf5bc89-ab93-473d-bca3-c754f040595b,RealEstate,MT,63.0,0,9,0.0385,0,0,,,,,,,,,,,,,buyer,400000.0,600000.0,1.0,In Progress
c6443ed9-610b-48b5-9e4d-bf06db189511,55ec420a-bc81-40da-95f2-9b0aac4de988,RealEstate,MS,56.0,0,3,-0.1139,0,0,,,,,,,,,,,,,buyer,600000.0,900000.0,3.0,In Progress
5e162ea4-b98c-4c51-9e1c-2a20dfd42273,77cf09a6-0ff8-41ce-94b8-52d49d609ee1,RealEstate,AZ,,0,3,0.1418,0,0,,,,,,,,,,,,,buyer,100000.0,250000.0,12.0,Not Started
8f0eee41-687a-47ad-bfa2-6ff6276fd11a,c55a4f68-7ea1-414f-86b9-561ee6560ced,Healthcare,WY,31.0,0,10,-0.0576,1,1,Mental Health,BCBS001,,,,,,,,,,,,,,,
0a9b60a1-4a94-4362-8a99-32599d2257dd,3394d388-2f94-4d0f-919a-c8128ced0836,Insurance,WV,87.0,0,6,-0.1598,1,0,,,,,,,,health,4.0,50049.0,1.0,0.0,,,,,
83ae0eee-c15a-4bd9-af40-f91b78372a56,3f7d4acc-7652-4038-92e0-3810cf115470,AR,MN,63.0,0,0,0.0,0,0,,,38385.61,43306.54,3005.0,1.0,Auto Loan,,,,,,,,,,
ed15e395-025d-42cd-a4aa-9648faad1e49,75a2a4a3-f2fc-42ed-a735-60c2e5f3f908,Healthcare,OK,,0,0,0.0,1,0,Pulmonology,CIGNA003,,,,,,,,,,,,,,,
8494c835-c43f-4eab-ba5b-13d582dc8560,15b5da63-18fb-40e4-9ae3-a62daaf2e0e3,AR,ND,66.0,0,8,-0.0036,0,1,,,19751.51,21715.15,3646.0,1.0,Medical Debt,,,,,,,,,,
81fcdbf4-e49a-47f8-947f-213c3d6c1622,6e7bb319-ba41-4ce5-9200-6f4e4aca1ac8,Insurance,KY,,0,8,0.0194,1,1,,,,,,,,auto,5.0,74392.0,1.0,1.0,,,,,
2a9ac1c7-60ee-435a-b58c-299863a23e72,72b12202-c559-4f22-963b-809aa411ff23,Insurance,AZ,9.0,0,6,0.0001,1,0,,,,,,,,home,4.0,201509.0,0.0,0.0,,,,,
ab5d16b9-f25f-41e7-b982-4c1f1e60faf0,2caeaa8a-477e-48a6-836e-a923ee46cbb6,Insurance,HI,57.0,0,0,0.0,1,0,,,,,,,,auto,6.0,41317.0,1.0,0.0,,,,,
e9ac6010-5c9e-4d90-9053-1a7605e0d1de,eb5eca3c-4f2e-4a48-8c9e-0e6c44a3951b,Insurance,CT,11.0,0,5,-0.018,1,1,,,,,,,,home,3.0,224519.0,0.0,0.0,,,,,
5bf334e9-c707-4660-8afb-efd445d2791d,30555199-30b5-4033-a627-66015e8eab0a,RealEstate,NJ,51.0,0,12,-0.1147,0,1,,,,,,,,,,,,,seller,600000.0,900000.0,12.0,
6550d63f-84d4-4801-b5c3-21798c065eee,f6b6d1d5-c71d-4d7a-9398-dc3432f1ccbe,AR,OK,96.0,0,10,0.0852,0,1,,,34515.98,39580.41,1235.0,0.0,Mortgage Deficiency,,,,,,,,,,
2284813f-14e9-4204-a61f-13fd9ca5db74,488d84a5-7a01-4832-81aa-4aa199047b8d,Healthcare,RI,64.0,0,0,0.0,1,0,Primary Care,CIGNA003,,,,,,,,,,,,,,,
b3a24dc7-e9c1-4498-948c-56fb5d0ab371,f3249226-367d-4852-9094-3cf8bd33f919,RealEstate,NY,92.0,0,4,0.0587,0,1,,,,,,,,,,,,,buyer,400000.0,600000.0,1.0,Not Started
ef818498-0b54-4f39-baae-49ecb38f914a,9623d70e-3f10-453a-af6d-47dd96a67c3f,AR,NM,78.0,0,8,0.2096,0,1,,,1904.89,1728.18,2959.0,1.0,Student Loan,,,,,,,,,,
aded11f0-b472-4ff3-83fa-4bbc8a91366a,ebf4127a-467e-4433-affb-5053a249c837,AR,WA,88.0,0,12,0.089,0,1,,,44916.47,43256.69,2049.0,0.0,Utility Bill,,,,,,,,,,
769716d0-23ca-47bc-a20c-92d34fac0e79,cd4b1479-b49c-468b-9f6c-47e70d71dca6,AR,NM,92.0,0,6,0.0846,0,1,,,42396.11,39712.49,1309.0,0.0,Student Loan,,,,,,,,,,
911dc8de-7aee-4f75-9178-1ced693789ce,2af65ad7-0889-4e26-b2b3-3a5ea5031a24,Healthcare,DE,34.0,0,5,0.326,1,1,Endocrinology,MOLINA006,,,,,,,,,,,,,,,
637b2cfd-0608-429f-8fff-5db994918c11,ef476cde-ed5e-4865-b8a1-926ad4cf0462,AR,LA,60.0,0,0,0.0,0,0,,,28888.53,28137.15,305.0,0.0,Student Loan,,,,,,,,,,
83e978a8-ce86-4f53-8034-ad36884076d0,4ecde0aa-a4d8-49b5-895b-e1f4998571fc,AR,IL,50.0,0,0,0.0,0,0,,,40903.19,41812.88,456.0,0.0,Credit Card,,,,,,,,,,
06f88358-da6c-4fbd-9703-d4e88fdf655d,a412394f-961d-4563-8fa3-de8ebb41b10c,Insurance,WV,91.0,0,4,0.3076,1,1,,,,,,,,health,6.0,71184.0,1.0,0.0,,,,,
b5e69dc1-7876-4518-a769-c2044995a823,d11c839c-e66e-4739-981c-dc9ac1d5fb5f,Insurance,WV,42.0,0,7,-0.0255,1,1,,,,,,,,home,1.0,58125.0,1.0,0.0,,,,,
3104fc5d-5928-491d-9cba-2e3f20d1ebd4,d4b5e406-ed13-4e3f-81d3-2f3bd8a68b2e,AR,WA,37.0,0,3,-0.6565,0,0,,,3264.53,3075.32,574.0,0.0,Student Loan,,,,,,,,,,
72c30049-b4be-477d-9540-46220a81d909,b2949ba8-798e-4f69-a9be-a25fd8b9b078,AR,IA,67.0,0,5,0.1342,0,0,,,19005.13,20472.42,2339.0,1.0,Utility Bill,,,,,,,,,,
59b0c4d5-73af-44bb-ba4c-95fb08da2c0e,43c2bbf5-7245-4bdf-884f-cef0ee252c95,Healthcare,CA,57.0,0,7,0.2551,1,1,Pulmonology,UHC004,,,,,,,,,,,,,,,
ed06a6df-eb32-4084-bc9c-e59be4eee0a4,b3d2be93-e22f-4757-a333-ed89b03cb904,RealEstate,FL,7.0,0,11,-0.0291,0,0,,,,,,,,,,,,,seller,1500000.0,5000000.0,1.0,
52f449fd-009f-4838-80b1-e28561b6d5e1,6b919d10-fd1f-430b-b7e8-4e46a04f9bcb,RealEstate,AZ,28.0,0,5,0.1086,0,0,,,,,,,,,,,,,seller,400000.0,600000.0,12.0,
5584adf0-2a56-4f24-b50c-f0e1c759259a,c44129fa-acd9-4362-8b5d-ea6687efa2d8,Insurance,MD,8.0,0,8,0.1062,1,1,,,,,,,,home,3.0,36176.0,1.0,0.0,,,,,
2473fc74-6697-46f5-8c39-6105d986b37f,c858fdaf-6b46-41d3-b3d5-c19a0c4d69a1,AR,AZ,76.0,0,0,0.0,0,0,,,18400.81,16840.07,1049.0,0.0,Credit Card,,,,,,,,,,
71d54bbd-df7b-4a67-aab5-94bc2b683fb9,c7725ea8-0793-4f4d-a591-79af21f54b8d,Healthcare,KS,40.0,0,3,0.252,1,0,Neurology,HUMANA005,,,,,,,,,,,,,,,
9a775a75-6205-49dc-9b7a-d91e45738d5f,3f3fc766-4c56-4faf-82d7-9766916010a7,RealEstate,NE,82.0,0,0,0.0,0,0,,,,,,,,,,,,,seller,250000.0,400000.0,6.0,
08821592-dad5-4168-a97d-2294f0a499e2,d757f9db-747d-48b8-bc46-c218e6f86bec,RealEstate,MS,24.0,0,6,0.07,0,0,,,,,,,,,,,,,seller,1500000.0,5000000.0,24.0,
fd786906-997a-4921-a97b-648252abf8b6,d868463b-a6e5-4c3b-916a-66418de601e9,Insurance,WV,92.0,0,7,0.0413,1,1,,,,,,,,life,3.0,109947.0,0.0,0.0,,,,,
8d316783-3756-4893-b022-09876112f0b7,95c750d1-81fd-422b-816d-0ea0e46a4bbf,Healthcare,IN,31.0,0,0,0.0,1,0,Dermatology,CIGNA003,,,,,,,,,,,,,,,
a17bd8bf-da36-4220-aec1-d85bc36675ac,cbc1290d-6091-4cc3-a2fe-a75f4f32334e,RealEstate,TN,7.0,0,13,-0.2359,0,0,,,,,,,,,,,,,seller,1500000.0,5000000.0,12.0,
570ef7cf-6c34-42f2-a445-fab02e3e67e4,69bc1bcc-87ac-45c0-9299-9255fc061730,Insurance,CA,,0,8,-0.1503,1,0,,,,,,,,life,1.0,44942.0,1.0,0.0,,,,,
4c2d8c91-3382-4afb-865d-4148b23f7998,375ccbfe-f239-47d6-8153-fc899c68c65e,RealEstate,NE,50.0,0,4,-0.481,0,0,,,,,,,,,,,,,seller,100000.0,250000.0,12.0,
a81a6e24-bb27-42bf-81ed-c0275809c841,1bcfadb0-6c5d-4d69-afde-453cd683e480,Healthcare,MT,,0,10,0.2069,1,1,Dermatology,HUMANA005,,,,,,,,,,,,,,,
1373ab36-0ce1-4979-97be-33cb597916c5,089ad209-42ca-4d10-8b61-08394452440b,Insurance,NY,4.0,0,6,0.1633,1,1,,,,,,,,health,2.0,220739.0,0.0,0.0,,,,,
79622b4a-0d0b-4d30-9e4a-73aa8b206bb6,977f2a79-8244-4762-b46e-6c70951e3955,Healthcare,AK,88.0,0,8,0.3888,1,1,Endocrinology,AETNA002,,,,,,,,,,,,,,,
b1d21220-1219-4cc0-b173-ae2486d4d67f,f1e3b446-59c6-46f7-bda2-5ba894a32b76,Insurance,NC,55.0,0,6,0.1602,1,1,,,,,,,,life,5.0,181996.0,0.0,0.0,,,,,
a729a296-50f0-4788-95f3-1cad57be76c9,72b4b466-0dd0-4f83-ba2a-cea30c506f8f,AR,PA,13.0,0,6,0.1819,0,1,,,36013.46,31497.78,3010.0,1.0,Auto Loan,,,,,,,,,,
d761afa9-a5ef-4727-8342-02b2ab834b7b,509f6728-4ab4-4e23-8602-fd51d923122c,Insurance,MD,1.0,0,9,-0.1668,1,1,,,,,,,,health,5.0,68370.0,1.0,1.0,,,,,
35ff6a89-afd4-4d45-9992-7f6f776ec0eb,193820c4-4c84-4b33-bb86-514209b01999,RealEstate,MO,9.0,0,7,-0.2531,0,1,,,,,,,,,,,,,buyer,1500000.0,5000000.0,3.0,In Progress
949f1483-e886-4b37-b72b-46e6fcbafcc5,84591756-a924-488d-a16d-32df48f21fa1,Healthcare,KS,83.0,0,4,0.1961,1,1,Dermatology,KAISER008,,,,,,,,,,,,,,,
7f5daeac-3797-4925-8110-d7de7a4c7d79,83e77609-b4f7-42e2-8924-a8b847fd700e,Insurance,MD,69.0,0,7,-0.2552,1,0,,,,,,,,life,6.0,117178.0,1.0,0.0,,,,,
e47655dd-e14f-4eee-ad3f-6b6c2be263cc,883e5bf9-878a-4ea0-ac90-28a15a4fd744,AR,WY,91.0,0,4,0.1606,0,1,,,20011.25,21168.91,1283.0,0.0,Student Loan,,,,,,,,,,
c82696c1-61e3-418a-8b20-6d936a813f44,0d4f6462-5805-4bf9-a408-6454d071db0e,RealEstate,CA,96.0,0,0,0.0,0,0,,,,,,,,,,,,,seller,900000.0,1500000.0,6.0,
f120eb83-2c59-4341-a89c-d5c0a5fdc8ac,1c36b003-cec9-41d3-b314-16ed13be5db5,RealEstate,CT,93.0,0,0,0.0,0,0,,,,,,,,,,,,,buyer,600000.0,900000.0,12.0,Not Started
e1247ccb-25c1-4a92-98b1-fa3f5a7d947d,402b88d2-de0d-4fe8-824b-097bc3a9a451,Healthcare,MD,82.0,0,5,0.14,1,1,Oncology,KAISER008,,,,,,,,,,,,,,,
ae9ba331-b082-40d5-abfa-94e3b2b010f5,b3ea916d-9044-4e9b-b07e-46bd32276c35,AR,HI,,0,7,0.0544,0,1,,,15229.04,14003.97,1836.0,0.0,Medical Debt,,,,,,,,,,
ee323b74-7cd1-4de0-9128-cbdcadfb5477,bcf7d86d-637b-4de3-b262-7d1af2a3b347,Healthcare,NH,14.0,1,0,0.0,1,0,Dermatology,UHC004,,,,,,,,,,,,,,,
a485ad30-9f6f-495b-84d9-e0a69efeaeed,946e5fbd-614e-4c6f-8e76-03dd9d71c43a,AR,NY,,0,4,-0.3096,0,0,,,26621.71,29381.19,1515.0,0.0,Payday Loan,,,,,,,,,,
3dbda45e-9628-4649-aca8-16a7d2693ac2,e895efc0-8793-447a-a248-c5bd09442d74,Healthcare,DE,22.0,0,10,-0.1863,1,0,Orthopedics,ANTHEM009,,,,,,,,,,,,,,,
9ce24ba4-ee5e-4ad2-bbd0-f72cbeec9850,e99105df-8ee9-4638-8d63-11dc9ab0686a,Insurance,NY,90.0,0,5,0.2572,1,1,,,,,,,,home,3.0,193518.0,0.0,0.0,,,,,
2a7ebbf7-b1ae-4b95-8849-44c30b57465f,92adac7a-d449-4d1c-ad43-fafe9a92aed9,RealEstate,HI,73.0,0,12,-0.1446,0,1,,,,,,,,,,,,,buyer,400000.0,600000.0,6.0,Not Started
733805b7-b857-44f1-8673-a41016520b0a,db1c4ecd-ecdf-499a-97d2-32e8f23017ff,Healthcare,WY,15.0,0,10,0.236,1,1,Primary Care,KAISER008,,,,,,,,,,,,,,,
068b0f08-14c4-4a6a-80bd-78ffcf055c80,b547965c-d683-4b57-a09a-a5eb794c0454,Healthcare,WV,90.0,0,5,0.0645,1,1,Mental Health,CENTENE007,,,,,,,,,,,,,,,
752b9cf0-6a79-4f51-86f5-7e3106791632,305aea3d-9d43-4fdd-baae-07cbce5b028d,Healthcare,OR,18.0,0,9,0.3036,1,1,Endocrinology,BCBS001,,,,,,,,,,,,,,,
8ad431c4-3c27-4cd8-b4bc-c2c03e1a6698,1a552942-f443-4140-b836-4cf70690b55b,AR,LA,58.0,0,7,-0.0003,0,1,,,18426.86,19503.19,3161.0,1.0,Personal Loan,,,,,,,,,,
a3ca4f5a-a9da-4acb-946c-55048d307a34,258b2bbe-4cfd-4815-9483-a67ed3539d20,AR,VT,87.0,0,0,0.0,0,0,,,37205.72,35228.59,2116.0,0.0,Payday Loan,,,,,,,,,,
64fac2de-af61-4012-b8e6-e81303698e92,3aa2a305-27f1-40dd-ad71-247827197ae7,Insurance,AZ,10.0,1,0,0.0,1,0,,,,,,,,life,4.0,52563.0,1.0,0.0,,,,,
9c2cf9f6-0b9f-40d3-8a50-3066cd9b085d,2428712f-a45b-4958-a77e-f1646c07f560,AR,TN,1.0,0,6,0.0256,0,1,,,19600.78,17220.37,463.0,0.0,Student Loan,,,,,,,,,,
26f0ceee-cc40-4f13-9e80-7ade7e84e9d5,c7826bb9-d094-4f68-81b7-39e2bb689677,Healthcare,DE,86.0,0,0,0.0,1,0,Dermatology,CENTENE007,,,,,,,,,,,,,,,
50dad715-cf64-4b95-ad67-4ea7af31f4de,85ba9001-fdd7-4aaa-8cab-2f0bcb5856b8,Insurance,ND,40.0,0,2,0.3814,1,1,,,,,,,,life,4.0,69496.0,1.0,0.0,,,,,
c488c08b-de50-4ead-b7c8-1e4c2ebd2fbd,6ba81feb-acbc-4716-b57d-dbb4c4a22a04,Healthcare,LA,14.0,0,6,0.1512,1,1,Mental Health,MAGELLAN010,,,,,,,,,,,,,,,
a240ec99-ef94-40b9-8fed-62bb1523ac9b,dd7da5ce-cd0b-46ea-a180-5c9c584a2c22,RealEstate,SD,,0,14,-0.0344,0,1,,,,,,,,,,,,,buyer,400000.0,600000.0,3.0,Not Started
7e659510-2e60-4a0f-9a93-cc4c9533d554,35f9f87c-b2c9-49b2-88ad-eac814e61853,Insurance,KY,65.0,0,6,0.0893,1,1,,,,,,,,home,6.0,68612.0,1.0,1.0,,,,,
b5c576ef-615a-41c2-af45-340cbb68ae0f,a904b8ad-773c-4cd5-a6df-0f6eb9699626,Insurance,OH,90.0,0,6,-0.153,1,1,,,,,,,,home,2.0,22118.0,1.0,0.0,,,,,
3460b83e-a345-446d-be11-2f17ba5677aa,94f44018-4896-4f0c-b14b-aeca7eeb495a,AR,AL,8.0,0,7,0.1734,0,1,,,7929.85,8598.63,609.0,0.0,Auto Loan,,,,,,,,,,
b52a1796-d870-4506-b0db-f3236cf9c152,0983c250-a38c-4009-9abc-a6c487375af8,AR,OR,0.0,0,4,0.1456,0,1,,,2967.04,2670.53,3609.0,1.0,Utility Bill,,,,,,,,,,
35312876-1359-46f0-8a07-26fd131606e9,70312f7b-b192-49a2-8af0-f91e10ca94b8,Insurance,KS,64.0,0,11,0.1484,1,1,,,,,,,,life,6.0,112483.0,1.0,0.0,,,,,
f0b5ebec-4009-47f3-9927-5d96cf6253ba,f2295d94-4209-45b7-b39e-e17fd57b3929,Insurance,ID,47.0,0,5,-0.343,1,0,,,,,,,,health,3.0,48123.0,1.0,0.0,,,,,
e9b59b49-d5f9-4b58-be99-d77f92d5b760,df14242c-d4cb-40df-9360-b546340fec42,RealEstate,WY,48.0,0,0,0.0,0,0,,,,,,,,,,,,,buyer,250000.0,400000.0,12.0,Approved
562020ec-7104-4342-991a-7b3e49ccea22,54a293e9-9459-4e56-ac1e-2c5677b0a818,AR,MD,95.0,0,4,0.254,0,1,,,22395.29,23817.3,335.0,0.0,Payday Loan,,,,,,,,,,
585f6889-1b5b-4dae-ae28-b34527b569ef,4b82b25a-e2cc-45b6-838a-3935662a93f6,AR,CT,9.0,0,7,0.1407,0,1,,,19856.74,18615.75,625.0,0.0,Credit Card,,,,,,,,,,
551da62f-a4cd-4fb7-8510-b3184fa9d634,56000b4f-6335-46c7-8dc3-e9d9eceb9a0e,Insurance,WY,90.0,0,0,0.0,1,0,,,,,,,,life,4.0,20870.0,1.0,0.0,,,,,
8425f7a3-42b3-49fe-a415-1bb1acd945c3,42805b97-c58f-44d1-93af-4c537b022b17,AR,AZ,70.0,0,11,-0.196,0,1,,,43593.8,37694.91,1713.0,0.0,Student Loan,,,,,,,,,,
732db5be-3a7f-4461-9207-8093da05fa22,8d4e061d-f351-47c4-ad65-d05870454c17,Insurance,NJ,82.0,1,0,0.0,1,0,,,,,,,,life,4.0,50653.0,1.0,0.0,,,,,
7cb41a0c-9c94-433e-80a6-7146c0413651,756578f5-6053-458f-a405-a85d160853d1,Insurance,CO,19.0,0,10,0.2541,1,1,,,,,,,,health,6.0,30966.0,1.0,0.0,,,,,
024db816-d7be-4733-878c-39f1bdbebcdc,b0190812-3042-43d6-b8da-7f9c10371ece,AR,SC,48.0,0,8,0.029,0,0,,,3213.57,2863.84,1235.0,1.0,Mortgage Deficiency,,,,,,,,,,
64b3b48c-1c86-48a3-bfe0-7542bc8aaa2e,ed13d924-ba4a-4ff1-891e-f8a1bbf48933,Healthcare,NM,74.0,0,0,0.0,1,0,Pulmonology,MOLINA006,,,,,,,,,,,,,,,
2788a65b-7fe6-4b38-95fc-26d80b739abb,ffa9765e-134a-461b-9b06-56582ea5aae0,Insurance,CT,,0,9,0.3112,1,1,,,,,,,,health,4.0,35692.0,1.0,0.0,,,,,
95b590fa-593f-4412-bd37-b694c2271c9e,c7d59067-fab2-4409-acb9-76dbf4415815,Healthcare,OR,78.0,0,0,0.0,1,0,Gastroenterology,ANTHEM009,,,,,,,,,,,,,,,
7ebfdcf4-021d-4652-b258-c65e18ce323a,58357f55-6da8-40a3-b922-52e9211abb44,Insurance,MI,20.0,0,5,0.2241,1,1,,,,,,,,life,1.0,108913.0,0.0,0.0,,,,,
0a9b9fd8-2bcb-4acd-9ddb-dec978fb792a,54de69ec-5b71-45fd-9d5c-19f5b4861791,RealEstate,SD,98.0,0,0,0.0,0,0,,,,,,,,,,,,,seller,250000.0,400000.0,24.0,
a680128f-192f-42ac-8e18-2d82d197ebba,87ea45bb-1927-46ef-9f7d-73b25611089a,Insurance,ID,33.0,0,4,-0.1732,1,1,,,,,,,,health,6.0,20682.0,1.0,0.0,,,,,
6ee8a55c-a830-4309-b84e-40ccfd4312ea,9b3fed63-f31f-42cb-9524-6fdaec1d512e,Healthcare,VT,100.0,0,2,0.3769,1,1,Primary Care,BCBS001,,,,,,,,,,,,,,,
34e3f5ab-603e-405b-9813-ba35c62775b0,d47f663c-ad41-4367-9c28-bb777272d699,AR,WI,11.0,0,0,0.0,0,0,,,13623.43,15469.39,1395.0,0.0,Credit Card,,,,,,,,,,
5b646876-d283-4b6b-a018-4d6877114156,8f33cc7a-7416-4ee0-a814-8a24ef94ef7c,AR,SC,36.0,0,10,-0.1338,0,0,,,27525.63,23839.03,1868.0,1.0,Medical Debt,,,,,,,,,,
ed982076-1ac1-4230-8845-5d60eb54c95c,8191ce4d-42e2-4442-86e8-33e693a5e871,Healthcare,CT,60.0,0,0,0.0,1,0,Oncology,BCBS001,,,,,,,,,,,,,,,
d47f5a63-375f-495a-8791-21a0d90b31cd,afa25b2a-9248-4436-91e1-85a521593cf5,Healthcare,MT,72.0,0,5,-0.1314,1,1,Pulmonology,CENTENE007,,,,,,,,,,,,,,,
