event_id,event_type,schema_version,source_call_id,emitted_at,status,payload_call_id,payload_lead_id,payload_agent_id,payload_campaign_id,payload_vertical,payload_disposition,payload_duration_seconds,payload_sentiment_score,payload_compliance_flagged,payload_started_at,payload_ended_at,_validation_errors
08469903-e24e-4673-bc0d-09d9bf09b12f,call.completed,1.0,96262857-a7ed-4374-9ded-90c6bedf2958,2026-03-17T15:00:08.520325,Loaded,96262857-a7ed-4374-9ded-90c6bedf2958,47f50b5e-a5c8-47be-98c9-52002355834f,a90d71eb-7396-405c-a5f2-4ff61bed6ebd,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,NotInterested,104,-0.3082,False,2026-03-17T14:58:24.520325,2026-03-17T15:00:08.520325,Missing columns: ['payload']
fd7013d8-8502-44e3-b8d1-0a3b7b42f9b0,call.completed,1.0,5689ef58-a1ca-49a4-b1eb-88a6e6935992,2026-03-24T15:36:04.520325,Loaded,5689ef58-a1ca-49a4-b1eb-88a6e6935992,78bd663b-cba9-430e-a157-58336ece19de,9ffa4d6b-21f1-42d5-ba80-c37afcf36808,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,Callback,296,0.0957,True,2026-03-24T15:31:08.520325,2026-03-24T15:36:04.520325,Missing columns: ['payload']
2d92fee1-7f88-4812-879a-b63257466e09,call.completed,1.0,b84ebe44-c4c5-45d9-bdaa-32d3ab366acf,2026-02-25T05:57:28.520325,Loaded,b84ebe44-c4c5-45d9-bdaa-32d3ab366acf,afbe8cad-e549-4f9d-a61b-37d3eac17002,7734ed34-1d73-4b59-8c9b-43ae35026f9d,935d3dc4-1cf0-4b02-9d62-f6855bb0ad1e,Insurance,Interested,500,0.3666,False,2026-02-25T05:49:08.520325,2026-02-25T05:57:28.520325,Missing columns: ['payload']
7800d901-5098-4f2d-9d5d-24916cba935f,call.completed,1.0,f87fee53-1b01-4493-b7f2-0327e9350fa0,2026-03-01T01:51:41.520325,Loaded,f87fee53-1b01-4493-b7f2-0327e9350fa0,b4ee7c10-012c-4113-8dfa-3e7d182ee8ba,504540af-1b71-46ce-9177-acb43476987a,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,Callback,228,0.0317,False,2026-03-01T01:47:53.520325,2026-03-01T01:51:41.520325,Missing columns: ['payload']
a829842c-2fdc-4edc-92bd-9a4319d0f244,call.completed,1.0,25a80192-3e21-46f6-b052-708f46c1568e,2026-05-09T14:31:01.520325,Loaded,25a80192-3e21-46f6-b052-708f46c1568e,8ff697cb-72b5-4300-b1c6-ac3d3554945e,2e099964-b945-4362-a1ec-6ff09ced9327,a3679446-79fc-42f8-95ca-003bc17cb437,Healthcare,Interested,547,0.6519,False,2026-05-09T14:21:54.520325,2026-05-09T14:31:01.520325,Missing columns: ['payload']
553757db-94e0-433e-8614-bc63a410b953,call.completed,1.0,5286f86f-6b6c-4dfe-9625-5a1190493b85,2026-03-22T03:51:48.520325,Loaded,5286f86f-6b6c-4dfe-9625-5a1190493b85,94cde357-6ad9-475f-8e8b-c2a292b684a8,9d06ed20-1b6b-44d9-864f-f0ab9a45db54,178f526c-a640-4984-bbce-133355f53c67,AR,Interested,785,0.6888,False,2026-03-22T03:38:43.520325,2026-03-22T03:51:48.520325,Missing columns: ['payload']
4fb654f4-d399-4f2d-a140-f2b18f822adb,call.completed,1.0,b3dfa28d-5cbb-47b0-8ad4-7f39ff7e9f60,2026-05-24T20:16:17.520325,Loaded,b3dfa28d-5cbb-47b0-8ad4-7f39ff7e9f60,ecebffba-1695-4a79-ab5d-9506378ebb05,28b4a321-fe50-474f-939d-9dce8608da64,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,DNC,19,-0.6575,True,2026-05-24T20:15:58.520325,2026-05-24T20:16:17.520325,Missing columns: ['payload']
9c28207c-b641-45fc-a2c8-86775631882a,call.completed,1.0,b0c726f2-95cb-4694-b7c7-68e02dec9c8f,2026-05-20T12:35:58.520325,Loaded,b0c726f2-95cb-4694-b7c7-68e02dec9c8f,372441ff-03c9-40a3-aaee-d1f6355a42cb,c9c289eb-0a9a-4468-99c2-6410842b3d71,c5dcf8d3-3173-44a5-b8ea-89eb9d99134d,Insurance,NotInterested,96,-0.3126,False,2026-05-20T12:34:22.520325,2026-05-20T12:35:58.520325,Missing columns: ['payload']
a1bbc711-d68d-4e60-9a98-d441b5f0dd99,call.completed,1.0,1f6c87b8-2bf3-462a-9418-b5e2acd7c8a6,2026-05-26T14:02:06.520325,Loaded,1f6c87b8-2bf3-462a-9418-b5e2acd7c8a6,39041032-06ce-4db6-b055-96fd02a985de,9d06ed20-1b6b-44d9-864f-f0ab9a45db54,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,Transfer,234,0.6388,False,2026-05-26T13:58:12.520325,2026-05-26T14:02:06.520325,Missing columns: ['payload']
823e96cb-5084-4cbd-88b7-651a035eb223,call.completed,1.0,ffca01fe-869f-4a6a-a26d-db74137003fb,2026-07-03T14:30:17.520325,Loaded,ffca01fe-869f-4a6a-a26d-db74137003fb,92adac7a-d449-4d1c-ad43-fafe9a92aed9,a90d71eb-7396-405c-a5f2-4ff61bed6ebd,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,Callback,105,0.0114,False,2026-07-03T14:28:32.520325,2026-07-03T14:30:17.520325,Missing columns: ['payload']
5eb7267c-fee5-4d43-8ee4-057bf19eb00f,call.completed,1.0,18f5db21-7053-4420-832c-3a83511e2d46,2026-05-02T12:46:32.520325,Loaded,18f5db21-7053-4420-832c-3a83511e2d46,0173289b-37fa-4e29-bb92-d2da931fed2c,a466cfe7-9c5a-4806-b6db-b905292e96d7,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,Transfer,176,0.5005,False,2026-05-02T12:43:36.520325,2026-05-02T12:46:32.520325,Missing columns: ['payload']
6b5f8460-d88b-4317-b38c-f48c6fd6df60,call.completed,1.0,d4aefc62-977b-4c4b-8c27-abd96567a024,2026-05-23T07:16:04.520325,Loaded,d4aefc62-977b-4c4b-8c27-abd96567a024,05a76fca-155f-4381-9cb0-a89f94d5049c,9ffa4d6b-21f1-42d5-ba80-c37afcf36808,178f526c-a640-4984-bbce-133355f53c67,AR,NotInterested,129,-0.3172,False,2026-05-23T07:13:55.520325,2026-05-23T07:16:04.520325,Missing columns: ['payload']
56de83dc-03a6-4d65-be0c-4f0d00db351b,call.completed,1.0,78aa7e6f-e4e1-4998-a191-f33f0322ae5a,2026-02-10T03:51:20.520325,Loaded,78aa7e6f-e4e1-4998-a191-f33f0322ae5a,bdf3889e-e972-450d-85c9-37bcb4c9c823,9d06ed20-1b6b-44d9-864f-f0ab9a45db54,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,NotInterested,76,-0.2477,False,2026-02-10T03:50:04.520325,2026-02-10T03:51:20.520325,Missing columns: ['payload']
0c8c9e42-7956-4a08-b344-f72cb76f48e8,call.completed,1.0,1f543e01-ee62-4d71-b025-ef6ae123b813,2026-05-02T17:41:21.520325,Loaded,1f543e01-ee62-4d71-b025-ef6ae123b813,92adac7a-d449-4d1c-ad43-fafe9a92aed9,283e7eb4-1af3-4954-98a5-25201c2aeadd,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,NotInterested,94,-0.1831,False,2026-05-02T17:39:47.520325,2026-05-02T17:41:21.520325,Missing columns: ['payload']
3a5eb020-238b-475f-8df9-ffd062315d7f,call.completed,1.0,3ef94e17-88ec-4921-936e-e190801afc61,2026-02-05T22:29:44.520325,Loaded,3ef94e17-88ec-4921-936e-e190801afc61,7a547ae0-440b-4504-bf11-8cd16f86ffbe,dc3f2b18-ae07-4107-abe5-c873c437a8e0,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,NoAnswer,8,-0.1716,False,2026-02-05T22:29:36.520325,2026-02-05T22:29:44.520325,Missing columns: ['payload']
f293814d-9e51-453b-a152-159ef7af5007,call.completed,1.0,268aa756-d71c-4bc3-b99a-9050a91d164c,2026-02-19T16:40:33.520325,Loaded,268aa756-d71c-4bc3-b99a-9050a91d164c,ed654331-7076-4357-a003-090937413f29,b6125648-6ed1-40d1-a876-fc1abe57dfae,c5dcf8d3-3173-44a5-b8ea-89eb9d99134d,Insurance,Callback,226,0.0848,True,2026-02-19T16:36:47.520325,2026-02-19T16:40:33.520325,Missing columns: ['payload']
f0ee8719-a1ff-497f-a8ca-c56816f2c959,call.completed,1.0,c31526bd-128f-43ed-9ab7-84c1e2a31884,2026-06-13T03:37:32.520325,Loaded,c31526bd-128f-43ed-9ab7-84c1e2a31884,e999f9f1-87a3-434a-bb0b-9d2caafef0ea,7dd479d0-e9e7-4c13-bd7a-996d9c940f82,cede568f-19d7-4975-b419-66b51f34ad3c,RealEstate,Interested,884,0.6292,False,2026-06-13T03:22:48.520325,2026-06-13T03:37:32.520325,Missing columns: ['payload']
0da7d2af-f25c-4749-8a76-76ed0720f1ba,call.completed,1.0,7cd68e3e-de88-42fe-8549-ecdcdf2623b9,2026-07-07T23:11:51.520325,Loaded,7cd68e3e-de88-42fe-8549-ecdcdf2623b9,e7bc2fc4-060c-46bb-a766-347c8a74b795,9d06ed20-1b6b-44d9-864f-f0ab9a45db54,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,Callback,108,0.284,False,2026-07-07T23:10:03.520325,2026-07-07T23:11:51.520325,Missing columns: ['payload']
e8867555-1708-4417-bad3-0da42856c05b,call.completed,1.0,2094ef3e-99d6-4bd6-bb41-d7fc8c2f1b05,2026-07-13T01:12:13.520325,Loaded,2094ef3e-99d6-4bd6-bb41-d7fc8c2f1b05,83ee86f5-3cf2-44b6-8bf9-bd1b612bdb30,8cde7cc5-0280-46f0-86c8-c30c475ed899,178f526c-a640-4984-bbce-133355f53c67,AR,NotInterested,165,-0.0431,False,2026-07-13T01:09:28.520325,2026-07-13T01:12:13.520325,Missing columns: ['payload']
382f3a94-fad1-40c9-8139-a7ce7790b24f,call.completed,1.0,7e9596f4-df2c-4718-9fcc-62c00bab9705,2026-06-17T10:45:38.520325,Loaded,7e9596f4-df2c-4718-9fcc-62c00bab9705,426e6207-724e-43f3-bfce-c7db96e7c516,03711bc5-9094-416e-83bd-82e76be4a5c5,ec2c0889-887a-449e-9f72-4ea1064ea1cb,AR,DNC,46,-0.8311,True,2026-06-17T10:44:52.520325,2026-06-17T10:45:38.520325,Missing columns: ['payload']
82c70adb-cee1-4810-8ce6-6a6c55e04733,call.completed,1.0,a8438967-093c-4c7c-ac71-d50fee23961b,2026-06-15T07:34:18.520325,Loaded,a8438967-093c-4c7c-ac71-d50fee23961b,4a17f812-90c3-4211-b283-6e5b05237400,7dd479d0-e9e7-4c13-bd7a-996d9c940f82,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,Interested,648,0.6815,False,2026-06-15T07:23:30.520325,2026-06-15T07:34:18.520325,Missing columns: ['payload']
510ed1ff-267d-4b58-a29d-c9ed6232785c,call.completed,1.0,acd2986d-0022-4955-8bc7-46ff4ce47856,2026-03-02T02:27:37.520325,Loaded,acd2986d-0022-4955-8bc7-46ff4ce47856,7df6926e-0736-4457-a5b0-9b2f88d21a1a,6a770356-de05-4148-a176-a3550c938834,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,NotInterested,82,-0.0069,False,2026-03-02T02:26:15.520325,2026-03-02T02:27:37.520325,Missing columns: ['payload']
1f4d09c8-653f-46f5-9b60-9133c225dc0d,call.completed,1.0,c2d29880-31c8-4991-8bf9-477c3db8fd57,2026-02-18T13:27:01.520325,Loaded,c2d29880-31c8-4991-8bf9-477c3db8fd57,ed640eb0-5fc4-45ed-8917-1c1c64e4d657,7b40e9e5-5980-4152-b08c-4117c8d014dc,c5dcf8d3-3173-44a5-b8ea-89eb9d99134d,Insurance,Voicemail,44,-0.1251,False,2026-02-18T13:26:17.520325,2026-02-18T13:27:01.520325,Missing columns: ['payload']
99d29141-adc8-4c66-bc66-b6bedefd4d3a,call.completed,1.0,66562134-abea-445f-b6b4-830443cf475f,2026-05-30T03:23:50.520325,Loaded,66562134-abea-445f-b6b4-830443cf475f,e96853b4-904b-4540-b309-029f4ca4a335,b6125648-6ed1-40d1-a876-fc1abe57dfae,cede568f-19d7-4975-b419-66b51f34ad3c,RealEstate,Callback,85,-0.0389,False,2026-05-30T03:22:25.520325,2026-05-30T03:23:50.520325,Missing columns: ['payload']
cbd081cd-53ba-485a-bd67-0e7db4da35cc,call.completed,1.0,175b66d0-b26f-4607-8b30-e3f2f8314f53,2026-04-08T07:13:49.520325,Loaded,175b66d0-b26f-4607-8b30-e3f2f8314f53,c96ab3cd-ce8f-4b1b-b0a3-f76725826bfa,9b474cdd-8fec-45f8-a109-38e789aeb3c2,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,NotInterested,35,-0.4738,True,2026-04-08T07:13:14.520325,2026-04-08T07:13:49.520325,Missing columns: ['payload']
c3b403ea-2d06-4709-8c57-d9724657e35f,call.completed,1.0,9936eb5d-66fa-4657-88a7-8bb80e7bfe81,2026-05-03T23:14:25.520325,Loaded,9936eb5d-66fa-4657-88a7-8bb80e7bfe81,2d55938e-fe72-460d-b78c-4be33a754625,7b40e9e5-5980-4152-b08c-4117c8d014dc,caf876ab-d2bd-40a2-b3b4-e5f0efa3ec40,Healthcare,Callback,299,0.0782,False,2026-05-03T23:09:26.520325,2026-05-03T23:14:25.520325,Missing columns: ['payload']
7eb91ec6-9e21-4992-ab00-92971fe055b9,call.completed,1.0,46ce76d9-b04d-4f68-b435-d71acc0f6161,2026-06-03T08:51:27.520325,Loaded,46ce76d9-b04d-4f68-b435-d71acc0f6161,ce2f8ca4-b137-4f70-808b-2b60f72be57d,7dd479d0-e9e7-4c13-bd7a-996d9c940f82,afe63de6-8441-47a8-bae4-b314f5fcd99b,RealEstate,NotInterested,158,-0.4161,False,2026-06-03T08:48:49.520325,2026-06-03T08:51:27.520325,Missing columns: ['payload']
9f080d8d-49ee-4938-86c8-d0984afd6f96,call.completed,1.0,285fd69d-2ee1-4bf9-a29e-fc828d9b80bb,2026-03-28T09:44:01.520325,Loaded,285fd69d-2ee1-4bf9-a29e-fc828d9b80bb,a11c6b4d-5280-4e6a-8159-cfd69fbe2f72,925e9d81-7f51-43bb-bba9-a9658770181f,d4315796-a40a-4c43-b7f4-7e5ece684a15,AR,Callback,136,0.2374,False,2026-03-28T09:41:45.520325,2026-03-28T09:44:01.520325,Missing columns: ['payload']
bafed0ce-09de-4af0-8642-a3ea2207e04e,call.completed,1.0,eed56014-bc67-42cf-9f53-7376cd7970eb,2026-05-03T02:52:34.520325,Loaded,eed56014-bc67-42cf-9f53-7376cd7970eb,18e3276b-7d74-4544-ae93-05cc33d7d32a,504540af-1b71-46ce-9177-acb43476987a,178f526c-a640-4984-bbce-133355f53c67,AR,NotInterested,132,-0.3771,False,2026-05-03T02:50:22.520325,2026-05-03T02:52:34.520325,Missing columns: ['payload']
46ddeeef-61bf-4221-8d19-222719a0564d,call.completed,1.0,36d67b9b-e12b-49f0-844b-b01036b0a574,2026-05-19T05:06:00.520325,Loaded,36d67b9b-e12b-49f0-844b-b01036b0a574,e881b8d1-1a77-4cbb-9398-82576e6ef6d4,41b34a14-baeb-4d30-a615-65b794654f61,caf876ab-d2bd-40a2-b3b4-e5f0efa3ec40,Healthcare,NotInterested,108,-0.479,False,2026-05-19T05:04:12.520325,2026-05-19T05:06:00.520325,Missing columns: ['payload']
5ddf1cfb-b2f7-4648-b874-8873bdec6f1b,call.completed,1.0,02a437a0-f701-48d3-88a8-982f303eda72,2026-06-11T19:09:29.520325,Loaded,02a437a0-f701-48d3-88a8-982f303eda72,523dfb21-7719-454b-9f36-4b8d8d1567b7,8a8d125c-a570-4d3e-8705-b1df5490a7e6,cede568f-19d7-4975-b419-66b51f34ad3c,RealEstate,Interested,635,0.4659,False,2026-06-11T18:58:54.520325,2026-06-11T19:09:29.520325,Missing columns: ['payload']
6f8f8d69-936e-4a01-a74a-4e1192d8d6de,call.completed,1.0,f240f47f-75dc-40ee-9569-6cc6714decdf,2026-04-09T11:09:09.520325,Loaded,f240f47f-75dc-40ee-9569-6cc6714decdf,d0b83c3a-231c-4466-a55e-267b29c9ef36,9b474cdd-8fec-45f8-a109-38e789aeb3c2,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,Interested,812,0.5751,False,2026-04-09T10:55:37.520325,2026-04-09T11:09:09.520325,Missing columns: ['payload']
237f13d6-f321-4607-ad34-b12a197701fd,call.completed,1.0,04c2ee1c-badf-450b-a3a0-a4f1334a68a6,2026-03-20T01:32:23.520325,Loaded,04c2ee1c-badf-450b-a3a0-a4f1334a68a6,81d63d8e-9ba1-4977-81fe-844eb0d7cb0c,01eb6f7a-a7d7-40ca-bb39-d438ff4f6b06,caf876ab-d2bd-40a2-b3b4-e5f0efa3ec40,Healthcare,NoAnswer,19,0.019,False,2026-03-20T01:32:04.520325,2026-03-20T01:32:23.520325,Missing columns: ['payload']
1181f930-feed-4119-8ff5-1d1bf7af5962,call.completed,1.0,c1571594-bf33-4e23-9fdf-340cacebcf60,2026-03-14T00:12:20.520325,Loaded,c1571594-bf33-4e23-9fdf-340cacebcf60,99ec0bcb-120b-422e-a968-ac93a799699b,ac412db4-3110-46a2-baee-639bc02e6acb,3ae2c7b4-47db-4e8e-9e0f-2e2a5112e364,Insurance,Callback,163,0.327,False,2026-03-14T00:09:37.520325,2026-03-14T00:12:20.520325,Missing columns: ['payload']
c573840a-4fbd-4d34-9f88-85bcf2924145,call.completed,1.0,6e7fe8c4-73dc-4497-b7a2-191103492062,2026-02-28T12:06:18.520325,Loaded,6e7fe8c4-73dc-4497-b7a2-191103492062,f9b24a39-9cde-4548-b9e8-37f4eba68e7a,a90d71eb-7396-405c-a5f2-4ff61bed6ebd,178f526c-a640-4984-bbce-133355f53c67,AR,NotInterested,117,-0.1915,False,2026-02-28T12:04:21.520325,2026-02-28T12:06:18.520325,Missing columns: ['payload']
32ba2546-b9ac-42e5-9d3c-a6629f08a2d1,call.completed,1.0,d93de80a-61b4-418d-87f7-0318b2baad6e,2026-03-11T22:52:46.520325,Loaded,d93de80a-61b4-418d-87f7-0318b2baad6e,5cd0a41e-e880-486d-bb68-59ce5555ba89,dc3f2b18-ae07-4107-abe5-c873c437a8e0,a3679446-79fc-42f8-95ca-003bc17cb437,Healthcare,Callback,67,0.0504,False,2026-03-11T22:51:39.520325,2026-03-11T22:52:46.520325,Missing columns: ['payload']
638c3a9c-3419-400a-986d-e989b2b74725,call.completed,1.0,6489d595-4381-4fcc-a01b-3f89a95aea0e,2026-06-30T17:28:06.520325,Loaded,6489d595-4381-4fcc-a01b-3f89a95aea0e,6d89e8a5-a845-4898-9eb6-5f0fd85829af,41b34a14-baeb-4d30-a615-65b794654f61,5035edcc-74bd-4b5a-84e3-ddb3f76dd792,Healthcare,Voicemail,35,-0.0139,False,2026-06-30T17:27:31.520325,2026-06-30T17:28:06.520325,Missing columns: ['payload']
